Area,Year,Crop,Measurement,Unit,Value
U.S.,2014,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
Illinois,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,88
Indiana,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
Iowa,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Kansas,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Michigan,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,74
Minnesota,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,78
Missouri,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
Nebraska,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,82
North Dakota,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,70
Ohio,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,68
South Dakota,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,83
Texas,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,67
Wisconsin,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,70
Other States,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,68
U.S.,2015,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
Illinois,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,87
Indiana,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
Iowa,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Kansas,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Michigan,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,70
Minnesota,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Missouri,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,81
Nebraska,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
North Dakota,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,66
Ohio,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,66
South Dakota,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,78
Texas,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,71
Wisconsin,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,70
Other States,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,68
U.S.,2016,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
Illinois,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,85
Indiana,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
Iowa,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Kansas,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
Michigan,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,71
Minnesota,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,82
Missouri,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,81
Nebraska,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,81
North Dakota,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,67
Ohio,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,66
South Dakota,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
Texas,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
Wisconsin,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,71
Other States,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,70
U.S.,2017,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
Illinois,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,89
Indiana,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,77
Iowa,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,83
Kansas,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,84
Michigan,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,72
Minnesota,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,83
Missouri,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,83
Nebraska,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,84
North Dakota,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,69
Ohio,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,70
South Dakota,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Texas,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
Wisconsin,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,72
Other States,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,71
U.S.,2018,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Illinois,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,88
Indiana,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
Iowa,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,81
Kansas,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,82
Michigan,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
Minnesota,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Missouri,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,82
Nebraska,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,85
North Dakota,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,78
Ohio,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
South Dakota,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Texas,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Wisconsin,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,72
Other States,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
U.S.,2019,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Illinois,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,88
Indiana,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,74
Iowa,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Kansas,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,81
Michigan,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,74
Minnesota,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Missouri,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,83
Nebraska,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,82
North Dakota,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,75
Ohio,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,71
South Dakota,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,80
Texas,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
Wisconsin,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,76
Other States,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,73
U.S.,2020,Genetically engineered (GE) corn varieties,Stacked gene varieties,Percent of corn planted,79
Illinois,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,17
Indiana,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,11
Iowa,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,30
Kansas,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,33
Michigan,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,12
Minnesota,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,37
Missouri,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,28
Nebraska,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,34
Ohio,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,9
South Dakota,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,48
Wisconsin,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,18
Other States,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,17
U.S.,2000,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,25
Illinois,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,16
Indiana,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,12
Iowa,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,32
Kansas,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,38
Michigan,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,17
Minnesota,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,36
Missouri,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,32
Nebraska,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,34
Ohio,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,11
South Dakota,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,47
Wisconsin,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,18
Other States,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,20
U.S.,2001,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,26
Illinois,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,22
Indiana,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,13
Iowa,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,41
Kansas,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,43
Michigan,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,22
Minnesota,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,44
Missouri,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,34
Nebraska,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,46
Ohio,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,9
South Dakota,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,66
Wisconsin,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,26
Other States,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,27
U.S.,2002,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,34
Illinois,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,28
Indiana,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,16
Iowa,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,45
Kansas,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,47
Michigan,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,35
Minnesota,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,53
Missouri,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,42
Nebraska,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,52
Ohio,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,9
South Dakota,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,75
Wisconsin,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,32
Other States,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,36
U.S.,2003,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,40
Illinois,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,33
Indiana,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,21
Iowa,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,54
Kansas,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,54
Michigan,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,33
Minnesota,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,63
Missouri,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,49
Nebraska,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,60
Ohio,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,13
South Dakota,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,79
Wisconsin,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,38
Other States,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,46
U.S.,2004,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,47
Illinois,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,36
Indiana,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,26
Iowa,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,60
Kansas,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,63
Michigan,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,40
Minnesota,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,66
Missouri,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,55
Nebraska,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,69
North Dakota,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,75
Ohio,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,18
South Dakota,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,83
Texas,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,72
Wisconsin,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,46
Other States,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,44
U.S.,2005,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,52
Illinois,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,55
Indiana,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,40
Iowa,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,64
Kansas,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,68
Michigan,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,44
Minnesota,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,73
Missouri,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,59
Nebraska,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,76
North Dakota,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,83
Ohio,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,26
South Dakota,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Texas,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,77
Wisconsin,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,50
Other States,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,55
U.S.,2006,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,61
Illinois,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,74
Indiana,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,59
Iowa,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,78
Kansas,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,82
Michigan,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,60
Minnesota,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Missouri,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,62
Nebraska,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,79
North Dakota,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Ohio,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,41
South Dakota,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Texas,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,79
Wisconsin,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,64
Other States,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,67
U.S.,2007,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,73
Illinois,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,80
Indiana,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,78
Iowa,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,84
Kansas,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Michigan,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,72
Minnesota,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Missouri,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,70
Nebraska,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
North Dakota,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,89
Ohio,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,66
South Dakota,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,95
Texas,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,78
Wisconsin,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,75
Other States,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,74
U.S.,2008,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,80
Illinois,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,84
Indiana,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,79
Iowa,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Kansas,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Michigan,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,75
Minnesota,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Missouri,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,77
Nebraska,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
North Dakota,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Ohio,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,67
South Dakota,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
Texas,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,84
Wisconsin,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,77
Other States,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,78
U.S.,2009,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Illinois,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,82
Indiana,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,83
Iowa,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Kansas,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Michigan,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,80
Minnesota,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,92
Missouri,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,79
Nebraska,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
North Dakota,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Ohio,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,71
South Dakota,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,95
Texas,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Wisconsin,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,80
Other States,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,82
U.S.,2010,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Illinois,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Indiana,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Iowa,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Kansas,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,92
Michigan,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,87
Minnesota,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Missouri,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Nebraska,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
North Dakota,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,97
Ohio,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,74
South Dakota,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
Texas,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Wisconsin,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Other States,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
U.S.,2011,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Illinois,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Indiana,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,84
Iowa,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Kansas,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Michigan,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Minnesota,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Missouri,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Nebraska,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
North Dakota,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
Ohio,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,76
South Dakota,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,94
Texas,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Wisconsin,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
Other States,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
U.S.,2012,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Illinois,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,89
Indiana,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
Iowa,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Kansas,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Michigan,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Minnesota,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Missouri,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,92
Nebraska,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
North Dakota,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,94
Ohio,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
South Dakota,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
Texas,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,89
Wisconsin,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,84
Other States,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
U.S.,2013,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,90
Illinois,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Indiana,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Iowa,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,95
Kansas,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,95
Michigan,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Minnesota,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Missouri,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Nebraska,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
North Dakota,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
Ohio,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,86
South Dakota,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,97
Texas,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
Wisconsin,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,92
Other States,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,91
U.S.,2014,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Illinois,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Indiana,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,88
Iowa,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Kansas,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,95
Michigan,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,92
Minnesota,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,93
Missouri,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,89
Nebraska,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,96
North Dakota,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,97
Ohio,2015,Genetically engineered (GE) corn varieties,All GE varieties,Percent of corn planted,85
