Area,Year,Measurement,Unit,Value
Saskatchewan,2016,Under 35 years,Farm operators,4425
Saskatchewan,2021,Under 35 years,Farm operators,4305
Saskatchewan,1991,35 to 54 years,Farm operators,34800
Saskatchewan,1996,35 to 54 years,Farm operators,35785
Saskatchewan,2001,35 to 54 years,Farm operators,33850
Saskatchewan,2006,35 to 54 years,Farm operators,28360
Saskatchewan,2011,35 to 54 years,Farm operators,20700
Saskatchewan,2016,35 to 54 years,Farm operators,15595
Saskatchewan,2021,35 to 54 years,Farm operators,13065
Saskatchewan,1991,55 years and over,Farm operators,27590
Saskatchewan,1996,55 years and over,Farm operators,25740
Saskatchewan,2001,55 years and over,Farm operators,24290
Saskatchewan,2006,55 years and over,Farm operators,24915
Saskatchewan,2011,55 years and over,Farm operators,24395
Saskatchewan,2016,55 years and over,Farm operators,25330
Saskatchewan,2021,55 years and over,Farm operators,26770
Saskatchewan,1991,Average age of farm operators,Farm operators,48.2
Saskatchewan,1996,Average age of farm operators,Farm operators,49.2
Saskatchewan,2001,Average age of farm operators,Farm operators,50.5
Saskatchewan,2006,Average age of farm operators,Farm operators,52.6
Saskatchewan,2011,Average age of farm operators,Farm operators,54.2
Saskatchewan,2016,Average age of farm operators,Farm operators,55
Saskatchewan,2021,Average age of farm operators,Farm operators,55.8
Saskatchewan,1991,Operators with no paid non-farm work,Farm operators,50560
Saskatchewan,1996,Operators with no paid non-farm work,Farm operators,40740
Saskatchewan,2001,Operators with no paid non-farm work,Farm operators,37535
Saskatchewan,2006,Operators with no paid non-farm work,Farm operators,30560
Saskatchewan,2011,Operators with no paid non-farm work,Farm operators,26645
Saskatchewan,2016,Operators with no paid non-farm work,Farm operators,26320
Saskatchewan,2021,Operators with no paid non-farm work,Farm operators,24880
Saskatchewan,1991,Operators with paid non-farm work,Farm operators,27465
Saskatchewan,1996,Operators with paid non-farm work,Farm operators,32190
Saskatchewan,2001,Operators with paid non-farm work,Farm operators,28745
Saskatchewan,2006,Operators with paid non-farm work,Farm operators,28625
Saskatchewan,2011,Operators with paid non-farm work,Farm operators,22830
Saskatchewan,2016,Operators with paid non-farm work,Farm operators,19030
Saskatchewan,2021,Operators with paid non-farm work,Farm operators,19250
Alberta,1991,Total number of operators,Farm operators,81415
Alberta,1996,Total number of operators,Farm operators,82460
Alberta,2001,Total number of operators,Farm operators,76195
Alberta,2006,Total number of operators,Farm operators,71660
Alberta,2011,Total number of operators,Farm operators,62050
Alberta,2016,Total number of operators,Farm operators,57605
Alberta,2021,Total number of operators,Farm operators,57200
Alberta,1991,Male,Farm operators,59710
Alberta,1996,Male,Farm operators,60585
Alberta,2001,Male,Farm operators,54565
Alberta,2006,Male,Farm operators,50190
Alberta,2011,Male,Farm operators,44075
Alberta,2016,Male,Farm operators,39845
Alberta,2021,Male,Farm operators,38675
Alberta,1991,Female,Farm operators,21705
Alberta,1996,Female,Farm operators,21875
Alberta,2001,Female,Farm operators,21630
Alberta,2006,Female,Farm operators,21470
Alberta,2011,Female,Farm operators,17975
Alberta,2016,Female,Farm operators,17760
Alberta,2021,Female,Farm operators,18525
Alberta,1991,Under 35 years,Farm operators,16660
Alberta,1996,Under 35 years,Farm operators,13485
Alberta,2001,Under 35 years,Farm operators,8900
Alberta,2006,Under 35 years,Farm operators,6290
Alberta,2011,Under 35 years,Farm operators,4550
Alberta,2016,Under 35 years,Farm operators,4910
Alberta,2021,Under 35 years,Farm operators,5115
Alberta,1991,35 to 54 years,Farm operators,38845
Alberta,1996,35 to 54 years,Farm operators,42315
Alberta,2001,35 to 54 years,Farm operators,40425
Alberta,2006,35 to 54 years,Farm operators,35935
Alberta,2011,35 to 54 years,Farm operators,26720
Alberta,2016,35 to 54 years,Farm operators,20155
Alberta,2021,35 to 54 years,Farm operators,16565
Alberta,1991,55 years and over,Farm operators,25910
Alberta,1996,55 years and over,Farm operators,26655
Alberta,2001,55 years and over,Farm operators,26875
Alberta,2006,55 years and over,Farm operators,29440
Alberta,2011,55 years and over,Farm operators,30785
Alberta,2016,55 years and over,Farm operators,32535
Alberta,2021,55 years and over,Farm operators,35515
Alberta,1991,Average age of farm operators,Farm operators,47.3
Alberta,1996,Average age of farm operators,Farm operators,48.2
Alberta,2001,Average age of farm operators,Farm operators,49.9
Alberta,2006,Average age of farm operators,Farm operators,52.2
Alberta,2011,Average age of farm operators,Farm operators,54.5
Alberta,2016,Average age of farm operators,Farm operators,55.7
Alberta,2021,Average age of farm operators,Farm operators,56.5
Alberta,1991,Operators with no paid non-farm work,Farm operators,48775
Alberta,1996,Operators with no paid non-farm work,Farm operators,41540
Alberta,2001,Operators with no paid non-farm work,Farm operators,38720
Alberta,2006,Operators with no paid non-farm work,Farm operators,32555
Alberta,2011,Operators with no paid non-farm work,Farm operators,29805
Alberta,2016,Operators with no paid non-farm work,Farm operators,30355
Alberta,2021,Operators with no paid non-farm work,Farm operators,29140
Alberta,1991,Operators with paid non-farm work,Farm operators,32645
Alberta,1996,Operators with paid non-farm work,Farm operators,40915
Alberta,2001,Operators with paid non-farm work,Farm operators,37470
Alberta,2006,Operators with paid non-farm work,Farm operators,39105
Alberta,2011,Operators with paid non-farm work,Farm operators,32245
Alberta,2016,Operators with paid non-farm work,Farm operators,27245
Alberta,2021,Operators with paid non-farm work,Farm operators,28055
British Columbia,1991,Total number of operators,Farm operators,28955
British Columbia,1996,Total number of operators,Farm operators,32955
British Columbia,2001,Total number of operators,Farm operators,30320
British Columbia,2006,Total number of operators,Farm operators,29865
British Columbia,2011,Total number of operators,Farm operators,29925
British Columbia,2016,Total number of operators,Farm operators,26430
British Columbia,2021,Total number of operators,Farm operators,23680
British Columbia,1991,Male,Farm operators,18935
British Columbia,1996,Male,Farm operators,21270
British Columbia,2001,Male,Farm operators,19340
British Columbia,2006,Male,Farm operators,18955
British Columbia,2011,Male,Farm operators,19010
British Columbia,2016,Male,Farm operators,16515
British Columbia,2021,Male,Farm operators,14290
British Columbia,1991,Female,Farm operators,10020
British Columbia,1996,Female,Farm operators,11685
British Columbia,2001,Female,Farm operators,10980
British Columbia,2006,Female,Farm operators,10910
British Columbia,2011,Female,Farm operators,10915
British Columbia,2016,Female,Farm operators,9925
British Columbia,2021,Female,Farm operators,9390
British Columbia,1991,Under 35 years,Farm operators,4180
British Columbia,1996,Under 35 years,Farm operators,3780
British Columbia,2001,Under 35 years,Farm operators,2400
British Columbia,2006,Under 35 years,Farm operators,1770
British Columbia,2011,Under 35 years,Farm operators,1620
British Columbia,2016,Under 35 years,Farm operators,1825
British Columbia,2021,Under 35 years,Farm operators,1210
British Columbia,1991,35 to 54 years,Farm operators,14910
British Columbia,1996,35 to 54 years,Farm operators,18145
British Columbia,2001,35 to 54 years,Farm operators,16360
British Columbia,2006,35 to 54 years,Farm operators,14555
British Columbia,2011,35 to 54 years,Farm operators,12110
British Columbia,2016,35 to 54 years,Farm operators,9140
British Columbia,2021,35 to 54 years,Farm operators,6805
British Columbia,1991,55 years and over,Farm operators,9865
British Columbia,1996,55 years and over,Farm operators,11025
British Columbia,2001,55 years and over,Farm operators,11555
British Columbia,2006,55 years and over,Farm operators,13540
British Columbia,2011,55 years and over,Farm operators,16195
British Columbia,2016,55 years and over,Farm operators,15460
British Columbia,2021,55 years and over,Farm operators,15670
British Columbia,1991,Average age of farm operators,Farm operators,48.9
British Columbia,1996,Average age of farm operators,Farm operators,49.4
British Columbia,2001,Average age of farm operators,Farm operators,51.4
British Columbia,2006,Average age of farm operators,Farm operators,53.6
British Columbia,2011,Average age of farm operators,Farm operators,55.7
British Columbia,2016,Average age of farm operators,Farm operators,56.3
British Columbia,2021,Average age of farm operators,Farm operators,57.8
British Columbia,1991,Operators with no paid non-farm work,Farm operators,16150
British Columbia,1996,Operators with no paid non-farm work,Farm operators,14640
British Columbia,2001,Operators with no paid non-farm work,Farm operators,14305
British Columbia,2006,Operators with no paid non-farm work,Farm operators,13475
British Columbia,2011,Operators with no paid non-farm work,Farm operators,14190
British Columbia,2016,Operators with no paid non-farm work,Farm operators,12915
British Columbia,2021,Operators with no paid non-farm work,Farm operators,11015
British Columbia,1991,Operators with paid non-farm work,Farm operators,12805
British Columbia,1996,Operators with paid non-farm work,Farm operators,18310
British Columbia,2001,Operators with paid non-farm work,Farm operators,16010
British Columbia,2006,Operators with paid non-farm work,Farm operators,16395
British Columbia,2011,Operators with paid non-farm work,Farm operators,15735
British Columbia,2016,Operators with paid non-farm work,Farm operators,13515
British Columbia,2021,Operators with paid non-farm work,Farm operators,12670
