Area,Crop,Year,Measurement,Unit,Value
United Kingdom,Wheat,1785,Yield,kg/ha,1339.892517
United Kingdom,Wheat,1786,Yield,kg/ha,1497.509652
United Kingdom,Wheat,1787,Yield,kg/ha,985.553267
United Kingdom,Wheat,1788,Yield,kg/ha,1187.358718
United Kingdom,Wheat,1789,Yield,kg/ha,1018.133396
United Kingdom,Wheat,1790,Yield,kg/ha,1142.915929
United Kingdom,Wheat,1791,Yield,kg/ha,1309.873505
United Kingdom,Wheat,1792,Yield,kg/ha,1153.163913
United Kingdom,Wheat,1793,Yield,kg/ha,1411.552146
United Kingdom,Wheat,1794,Yield,kg/ha,873.093698
United Kingdom,Wheat,1795,Yield,kg/ha,1104.977981
United Kingdom,Wheat,1796,Yield,kg/ha,1252.433885
United Kingdom,Wheat,1797,Yield,kg/ha,1276.486086
United Kingdom,Wheat,1798,Yield,kg/ha,1260.452867
United Kingdom,Wheat,1799,Yield,kg/ha,1011.843286
United Kingdom,Wheat,1800,Yield,kg/ha,914.155904
United Kingdom,Wheat,1801,Yield,kg/ha,1416.012863
United Kingdom,Wheat,1802,Yield,kg/ha,1449.807972
United Kingdom,Wheat,1803,Yield,kg/ha,1294.907526
United Kingdom,Wheat,1804,Yield,kg/ha,953.112462
United Kingdom,Wheat,1805,Yield,kg/ha,1368.094918
United Kingdom,Wheat,1806,Yield,kg/ha,1553.992294
United Kingdom,Wheat,1807,Yield,kg/ha,1659.649986
United Kingdom,Wheat,1808,Yield,kg/ha,1226.955692
United Kingdom,Wheat,1809,Yield,kg/ha,1254.886975
United Kingdom,Wheat,1810,Yield,kg/ha,1407.846398
United Kingdom,Wheat,1811,Yield,kg/ha,948.262087
United Kingdom,Wheat,1812,Yield,kg/ha,1092.655074
United Kingdom,Wheat,1813,Yield,kg/ha,1572.374116
United Kingdom,Wheat,1814,Yield,kg/ha,1028.402747
United Kingdom,Wheat,1815,Yield,kg/ha,1304.539911
United Kingdom,Wheat,1816,Yield,kg/ha,1170.816742
United Kingdom,Wheat,1817,Yield,kg/ha,1661.666175
United Kingdom,Wheat,1818,Yield,kg/ha,1581.518092
United Kingdom,Wheat,1819,Yield,kg/ha,1023.585542
United Kingdom,Wheat,1820,Yield,kg/ha,1810.132227
United Kingdom,Wheat,1821,Yield,kg/ha,1502.683228
United Kingdom,Wheat,1822,Yield,kg/ha,1413.560828
United Kingdom,Wheat,1823,Yield,kg/ha,1378.430283
United Kingdom,Wheat,1824,Yield,kg/ha,1446.797324
United Kingdom,Wheat,1825,Yield,kg/ha,1726.389618
United Kingdom,Wheat,1826,Yield,kg/ha,1459.816883
United Kingdom,Wheat,1827,Yield,kg/ha,1578.041022
United Kingdom,Wheat,1828,Yield,kg/ha,1062.922574
United Kingdom,Wheat,1829,Yield,kg/ha,1311.698516
United Kingdom,Wheat,1830,Yield,kg/ha,1456.430719
United Kingdom,Wheat,1831,Yield,kg/ha,1613.00358
United Kingdom,Wheat,1832,Yield,kg/ha,1599.163912
United Kingdom,Wheat,1833,Yield,kg/ha,1494.480953
United Kingdom,Wheat,1834,Yield,kg/ha,1535.724524
United Kingdom,Wheat,1835,Yield,kg/ha,1844.398057
United Kingdom,Wheat,1836,Yield,kg/ha,1647.351964
United Kingdom,Wheat,1837,Yield,kg/ha,1866.061483
United Kingdom,Wheat,1838,Yield,kg/ha,1697.77652
United Kingdom,Wheat,1839,Yield,kg/ha,1621.171603
United Kingdom,Wheat,1840,Yield,kg/ha,1919.519728
United Kingdom,Wheat,1841,Yield,kg/ha,1609.753876
United Kingdom,Wheat,1842,Yield,kg/ha,1961.391685
United Kingdom,Wheat,1843,Yield,kg/ha,1682.451053
United Kingdom,Wheat,1844,Yield,kg/ha,2311.23377
United Kingdom,Wheat,1845,Yield,kg/ha,1803.847715
United Kingdom,Wheat,1846,Yield,kg/ha,1912.687642
United Kingdom,Wheat,1847,Yield,kg/ha,2277.622854
United Kingdom,Wheat,1848,Yield,kg/ha,1907.825877
United Kingdom,Wheat,1849,Yield,kg/ha,2229.133882
United Kingdom,Wheat,1850,Yield,kg/ha,1822.324669
United Kingdom,Wheat,1851,Yield,kg/ha,1836.221707
United Kingdom,Wheat,1852,Yield,kg/ha,1900.011198
United Kingdom,Wheat,1853,Yield,kg/ha,1505.922237
United Kingdom,Wheat,1854,Yield,kg/ha,2138.990464
United Kingdom,Wheat,1855,Yield,kg/ha,1552.088332
United Kingdom,Wheat,1856,Yield,kg/ha,1895.486606
United Kingdom,Wheat,1857,Yield,kg/ha,1744.711847
United Kingdom,Wheat,1858,Yield,kg/ha,2077.754188
United Kingdom,Wheat,1859,Yield,kg/ha,1842.336494
United Kingdom,Wheat,1860,Yield,kg/ha,1317.479151
United Kingdom,Wheat,1861,Yield,kg/ha,1677.800889
United Kingdom,Wheat,1862,Yield,kg/ha,1824.909964
United Kingdom,Wheat,1863,Yield,kg/ha,2542.898751
United Kingdom,Wheat,1864,Yield,kg/ha,2205.465146
United Kingdom,Wheat,1865,Yield,kg/ha,1735.513929
United Kingdom,Wheat,1866,Yield,kg/ha,1834.955978
United Kingdom,Wheat,1867,Yield,kg/ha,1980.408815
United Kingdom,Wheat,1868,Yield,kg/ha,2375.764408
United Kingdom,Wheat,1869,Yield,kg/ha,2203.354044
United Kingdom,Wheat,1870,Yield,kg/ha,2218.308278
United Kingdom,Wheat,1885,Yield,kg/ha,2060
United Kingdom,Wheat,1910,Yield,kg/ha,2170
United Kingdom,Wheat,1930,Yield,kg/ha,2230
United Kingdom,Wheat,1942,Yield,kg/ha,2560
United Kingdom,Wheat,1961,Yield,kg/ha,3537.2
United Kingdom,Wheat,1962,Yield,kg/ha,4352.7
United Kingdom,Wheat,1963,Yield,kg/ha,3905.1
United Kingdom,Wheat,1964,Yield,kg/ha,4247.5
United Kingdom,Wheat,1965,Yield,kg/ha,4065.3
United Kingdom,Wheat,1966,Yield,kg/ha,3835.5
United Kingdom,Wheat,1967,Yield,kg/ha,4183.2
United Kingdom,Wheat,1968,Yield,kg/ha,3547.1
United Kingdom,Wheat,1969,Yield,kg/ha,4038.3
United Kingdom,Wheat,1970,Yield,kg/ha,4193.9
United Kingdom,Wheat,1971,Yield,kg/ha,4389
United Kingdom,Wheat,1972,Yield,kg/ha,4241.2
United Kingdom,Wheat,1973,Yield,kg/ha,4365.4
United Kingdom,Wheat,1974,Yield,kg/ha,4971.2
United Kingdom,Wheat,1975,Yield,kg/ha,4334.4
United Kingdom,Wheat,1976,Yield,kg/ha,3850.5
United Kingdom,Wheat,1977,Yield,kg/ha,4900.6
United Kingdom,Wheat,1978,Yield,kg/ha,5252.6
United Kingdom,Wheat,1979,Yield,kg/ha,5229.2
United Kingdom,Wheat,1980,Yield,kg/ha,5878.2
United Kingdom,Wheat,1981,Yield,kg/ha,5841.7
United Kingdom,Wheat,1982,Yield,kg/ha,6205.7
United Kingdom,Wheat,1983,Yield,kg/ha,6371.7
United Kingdom,Wheat,1984,Yield,kg/ha,7720.5
United Kingdom,Wheat,1985,Yield,kg/ha,6333.3
United Kingdom,Wheat,1986,Yield,kg/ha,6965.9
United Kingdom,Wheat,1987,Yield,kg/ha,5988
United Kingdom,Wheat,1988,Yield,kg/ha,6214.2
United Kingdom,Wheat,1989,Yield,kg/ha,6736.9
United Kingdom,Wheat,1990,Yield,kg/ha,6971.2
United Kingdom,Wheat,1991,Yield,kg/ha,7252.2
United Kingdom,Wheat,1992,Yield,kg/ha,6819.1
United Kingdom,Wheat,1993,Yield,kg/ha,7328
United Kingdom,Wheat,1994,Yield,kg/ha,7352.8
United Kingdom,Wheat,1995,Yield,kg/ha,7698.8
United Kingdom,Wheat,1996,Yield,kg/ha,8147.8
United Kingdom,Wheat,1997,Yield,kg/ha,7376.2
United Kingdom,Wheat,1998,Yield,kg/ha,7554.5
United Kingdom,Wheat,1999,Yield,kg/ha,8049.3
United Kingdom,Wheat,2000,Yield,kg/ha,8007.7
United Kingdom,Wheat,2001,Yield,kg/ha,7082.6
United Kingdom,Wheat,2002,Yield,kg/ha,8002.5
United Kingdom,Wheat,2003,Yield,kg/ha,7777.9
United Kingdom,Wheat,2004,Yield,kg/ha,7775.4
United Kingdom,Wheat,2005,Yield,kg/ha,7960.9
United Kingdom,Wheat,2006,Yield,kg/ha,8036.5
United Kingdom,Wheat,2007,Yield,kg/ha,7224.6
United Kingdom,Wheat,2008,Yield,kg/ha,8281.4
United Kingdom,Wheat,2009,Yield,kg/ha,7930.1
United Kingdom,Wheat,2010,Yield,kg/ha,7673
United Kingdom,Wheat,2011,Yield,kg/ha,7748.6
United Kingdom,Wheat,2012,Yield,kg/ha,6657.1
United Kingdom,Wheat,2013,Yield,kg/ha,7381.4
United Kingdom,Wheat,2014,Yield,kg/ha,8577.5
United Kingdom,Barley,1270,Yield,kg/ha,800.721109
United Kingdom,Barley,1271,Yield,kg/ha,911.143435
United Kingdom,Barley,1272,Yield,kg/ha,854.774541
United Kingdom,Barley,1273,Yield,kg/ha,804.971591
United Kingdom,Barley,1274,Yield,kg/ha,733.861098
United Kingdom,Barley,1275,Yield,kg/ha,1194.795703
United Kingdom,Barley,1276,Yield,kg/ha,687.792364
United Kingdom,Barley,1277,Yield,kg/ha,851.143441
United Kingdom,Barley,1278,Yield,kg/ha,946.865988
United Kingdom,Barley,1279,Yield,kg/ha,401.687919
United Kingdom,Barley,1280,Yield,kg/ha,550.60883
United Kingdom,Barley,1281,Yield,kg/ha,900.803761
United Kingdom,Barley,1282,Yield,kg/ha,696.269861
United Kingdom,Barley,1283,Yield,kg/ha,704.414303
United Kingdom,Barley,1284,Yield,kg/ha,760.523054
United Kingdom,Barley,1285,Yield,kg/ha,692.801772
United Kingdom,Barley,1286,Yield,kg/ha,777.593873
United Kingdom,Barley,1287,Yield,kg/ha,902.81542
United Kingdom,Barley,1288,Yield,kg/ha,867.405821
United Kingdom,Barley,1289,Yield,kg/ha,659.191688
United Kingdom,Barley,1290,Yield,kg/ha,553.768227
United Kingdom,Barley,1291,Yield,kg/ha,377.708852
United Kingdom,Barley,1292,Yield,kg/ha,579.243602
United Kingdom,Barley,1293,Yield,kg/ha,685.294349
United Kingdom,Barley,1294,Yield,kg/ha,691.140673
United Kingdom,Barley,1295,Yield,kg/ha,888.805581
United Kingdom,Barley,1296,Yield,kg/ha,707.66837
United Kingdom,Barley,1297,Yield,kg/ha,605.028228
United Kingdom,Barley,1298,Yield,kg/ha,768.428625
United Kingdom,Barley,1299,Yield,kg/ha,846.322695
United Kingdom,Barley,1300,Yield,kg/ha,812.927906
United Kingdom,Barley,1301,Yield,kg/ha,857.429622
United Kingdom,Barley,1302,Yield,kg/ha,913.525126
United Kingdom,Barley,1303,Yield,kg/ha,890.999303
United Kingdom,Barley,1304,Yield,kg/ha,834.096467
United Kingdom,Barley,1305,Yield,kg/ha,728.877898
United Kingdom,Barley,1306,Yield,kg/ha,619.987356
United Kingdom,Barley,1307,Yield,kg/ha,790.472845
United Kingdom,Barley,1308,Yield,kg/ha,883.415517
United Kingdom,Barley,1309,Yield,kg/ha,882.250216
United Kingdom,Barley,1310,Yield,kg/ha,1025.565476
United Kingdom,Barley,1311,Yield,kg/ha,843.095056
United Kingdom,Barley,1312,Yield,kg/ha,940.422564
United Kingdom,Barley,1313,Yield,kg/ha,963.014573
United Kingdom,Barley,1314,Yield,kg/ha,860.75361
United Kingdom,Barley,1315,Yield,kg/ha,729.175054
United Kingdom,Barley,1316,Yield,kg/ha,621.946428
United Kingdom,Barley,1317,Yield,kg/ha,612.098218
United Kingdom,Barley,1318,Yield,kg/ha,767.233208
United Kingdom,Barley,1319,Yield,kg/ha,874.565638
United Kingdom,Barley,1320,Yield,kg/ha,919.020279
United Kingdom,Barley,1321,Yield,kg/ha,619.728729
United Kingdom,Barley,1322,Yield,kg/ha,732.770724
United Kingdom,Barley,1323,Yield,kg/ha,949.49676
United Kingdom,Barley,1324,Yield,kg/ha,742.651211
United Kingdom,Barley,1325,Yield,kg/ha,859.668251
United Kingdom,Barley,1326,Yield,kg/ha,869.295524
United Kingdom,Barley,1327,Yield,kg/ha,890.734912
United Kingdom,Barley,1328,Yield,kg/ha,771.969573
United Kingdom,Barley,1329,Yield,kg/ha,902.039519
United Kingdom,Barley,1330,Yield,kg/ha,769.503878
United Kingdom,Barley,1331,Yield,kg/ha,625.099287
United Kingdom,Barley,1332,Yield,kg/ha,768.774774
United Kingdom,Barley,1333,Yield,kg/ha,836.556575
United Kingdom,Barley,1334,Yield,kg/ha,641.783158
United Kingdom,Barley,1335,Yield,kg/ha,736.367943
United Kingdom,Barley,1336,Yield,kg/ha,792.601906
United Kingdom,Barley,1337,Yield,kg/ha,939.345549
United Kingdom,Barley,1338,Yield,kg/ha,1084.563745
United Kingdom,Barley,1339,Yield,kg/ha,903.428466
United Kingdom,Barley,1340,Yield,kg/ha,806.217839
United Kingdom,Barley,1341,Yield,kg/ha,794.462589
United Kingdom,Barley,1342,Yield,kg/ha,946.830138
United Kingdom,Barley,1343,Yield,kg/ha,850.503296
United Kingdom,Barley,1344,Yield,kg/ha,959.246331
United Kingdom,Barley,1345,Yield,kg/ha,694.02428
United Kingdom,Barley,1346,Yield,kg/ha,696.914662
United Kingdom,Barley,1347,Yield,kg/ha,891.170467
United Kingdom,Barley,1348,Yield,kg/ha,874.379705
United Kingdom,Barley,1349,Yield,kg/ha,506.011928
United Kingdom,Barley,1350,Yield,kg/ha,546.216908
United Kingdom,Barley,1351,Yield,kg/ha,558.658363
United Kingdom,Barley,1352,Yield,kg/ha,370.278137
United Kingdom,Barley,1353,Yield,kg/ha,630.978792
United Kingdom,Barley,1354,Yield,kg/ha,632.887359
United Kingdom,Barley,1355,Yield,kg/ha,855.38107
United Kingdom,Barley,1356,Yield,kg/ha,683.952201
United Kingdom,Barley,1357,Yield,kg/ha,670.625967
United Kingdom,Barley,1358,Yield,kg/ha,592.048029
United Kingdom,Barley,1359,Yield,kg/ha,702.947742
United Kingdom,Barley,1360,Yield,kg/ha,652.999102
United Kingdom,Barley,1361,Yield,kg/ha,418.647314
United Kingdom,Barley,1362,Yield,kg/ha,627.488899
United Kingdom,Barley,1363,Yield,kg/ha,851.055049
United Kingdom,Barley,1364,Yield,kg/ha,846.613133
United Kingdom,Barley,1365,Yield,kg/ha,693.978401
United Kingdom,Barley,1366,Yield,kg/ha,841.121707
United Kingdom,Barley,1367,Yield,kg/ha,864.133321
United Kingdom,Barley,1368,Yield,kg/ha,494.419961
United Kingdom,Barley,1369,Yield,kg/ha,531.483021
United Kingdom,Barley,1370,Yield,kg/ha,1031.796732
United Kingdom,Barley,1371,Yield,kg/ha,906.323784
United Kingdom,Barley,1372,Yield,kg/ha,939.532961
United Kingdom,Barley,1373,Yield,kg/ha,1111.559361
United Kingdom,Barley,1374,Yield,kg/ha,859.214771
United Kingdom,Barley,1375,Yield,kg/ha,868.407396
United Kingdom,Barley,1376,Yield,kg/ha,987.539109
United Kingdom,Barley,1377,Yield,kg/ha,1041.504425
United Kingdom,Barley,1378,Yield,kg/ha,1136.198717
United Kingdom,Barley,1379,Yield,kg/ha,988.063268
United Kingdom,Barley,1380,Yield,kg/ha,930.647858
United Kingdom,Barley,1381,Yield,kg/ha,900.139623
United Kingdom,Barley,1382,Yield,kg/ha,931.236124
United Kingdom,Barley,1383,Yield,kg/ha,613.917254
United Kingdom,Barley,1384,Yield,kg/ha,1019.003912
United Kingdom,Barley,1385,Yield,kg/ha,625.321179
United Kingdom,Barley,1386,Yield,kg/ha,905.774
United Kingdom,Barley,1387,Yield,kg/ha,923.172989
United Kingdom,Barley,1388,Yield,kg/ha,883.610534
United Kingdom,Barley,1389,Yield,kg/ha,812.291959
United Kingdom,Barley,1390,Yield,kg/ha,896.449256
United Kingdom,Barley,1391,Yield,kg/ha,996.209894
United Kingdom,Barley,1392,Yield,kg/ha,1243.031011
United Kingdom,Barley,1393,Yield,kg/ha,807.096479
United Kingdom,Barley,1394,Yield,kg/ha,667.496049
United Kingdom,Barley,1395,Yield,kg/ha,730.099764
United Kingdom,Barley,1396,Yield,kg/ha,719.64603
United Kingdom,Barley,1397,Yield,kg/ha,539.239895
United Kingdom,Barley,1398,Yield,kg/ha,833.8792
United Kingdom,Barley,1399,Yield,kg/ha,866.698136
United Kingdom,Barley,1400,Yield,kg/ha,830.279964
United Kingdom,Barley,1401,Yield,kg/ha,716.071085
United Kingdom,Barley,1402,Yield,kg/ha,924.648508
United Kingdom,Barley,1403,Yield,kg/ha,782.355082
United Kingdom,Barley,1404,Yield,kg/ha,785.541354
United Kingdom,Barley,1405,Yield,kg/ha,757.016792
United Kingdom,Barley,1406,Yield,kg/ha,818.47493
United Kingdom,Barley,1407,Yield,kg/ha,648.4627
United Kingdom,Barley,1408,Yield,kg/ha,535.853826
United Kingdom,Barley,1409,Yield,kg/ha,715.923786
United Kingdom,Barley,1410,Yield,kg/ha,846.028829
United Kingdom,Barley,1411,Yield,kg/ha,687.369747
United Kingdom,Barley,1412,Yield,kg/ha,829.012416
United Kingdom,Barley,1413,Yield,kg/ha,437.724431
United Kingdom,Barley,1414,Yield,kg/ha,669.172125
United Kingdom,Barley,1415,Yield,kg/ha,654.657531
United Kingdom,Barley,1416,Yield,kg/ha,560.32663
United Kingdom,Barley,1417,Yield,kg/ha,780.434353
United Kingdom,Barley,1418,Yield,kg/ha,839.604072
United Kingdom,Barley,1419,Yield,kg/ha,835.78356
United Kingdom,Barley,1420,Yield,kg/ha,913.070365
United Kingdom,Barley,1421,Yield,kg/ha,639.668128
United Kingdom,Barley,1422,Yield,kg/ha,725.602908
United Kingdom,Barley,1423,Yield,kg/ha,815.782393
United Kingdom,Barley,1424,Yield,kg/ha,674.708531
United Kingdom,Barley,1425,Yield,kg/ha,744.39754
United Kingdom,Barley,1426,Yield,kg/ha,610.926056
United Kingdom,Barley,1427,Yield,kg/ha,823.772346
United Kingdom,Barley,1428,Yield,kg/ha,781.685634
United Kingdom,Barley,1429,Yield,kg/ha,658.02112
United Kingdom,Barley,1430,Yield,kg/ha,768.186234
United Kingdom,Barley,1431,Yield,kg/ha,556.852735
United Kingdom,Barley,1432,Yield,kg/ha,506.997929
United Kingdom,Barley,1433,Yield,kg/ha,811.734499
United Kingdom,Barley,1434,Yield,kg/ha,1105.543737
United Kingdom,Barley,1435,Yield,kg/ha,774.294777
United Kingdom,Barley,1436,Yield,kg/ha,481.868453
United Kingdom,Barley,1437,Yield,kg/ha,582.263829
United Kingdom,Barley,1438,Yield,kg/ha,605.621719
United Kingdom,Barley,1439,Yield,kg/ha,689.625969
United Kingdom,Barley,1440,Yield,kg/ha,688.943421
United Kingdom,Barley,1441,Yield,kg/ha,448.952507
United Kingdom,Barley,1442,Yield,kg/ha,413.302371
United Kingdom,Barley,1443,Yield,kg/ha,941.502052
United Kingdom,Barley,1444,Yield,kg/ha,688.398142
United Kingdom,Barley,1445,Yield,kg/ha,344.324163
United Kingdom,Barley,1446,Yield,kg/ha,770.079902
United Kingdom,Barley,1447,Yield,kg/ha,535.552286
United Kingdom,Barley,1448,Yield,kg/ha,701.510811
United Kingdom,Barley,1449,Yield,kg/ha,443.489254
United Kingdom,Barley,1450,Yield,kg/ha,607.808657
United Kingdom,Barley,1451,Yield,kg/ha,586.500315
United Kingdom,Barley,1452,Yield,kg/ha,558.362429
United Kingdom,Barley,1453,Yield,kg/ha,530.224544
United Kingdom,Barley,1454,Yield,kg/ha,628.02411
United Kingdom,Barley,1455,Yield,kg/ha,613.272272
United Kingdom,Barley,1456,Yield,kg/ha,598.520434
United Kingdom,Barley,1457,Yield,kg/ha,597.974104
United Kingdom,Barley,1458,Yield,kg/ha,533.502841
United Kingdom,Barley,1459,Yield,kg/ha,633.760982
United Kingdom,Barley,1460,Yield,kg/ha,734.019123
United Kingdom,Barley,1461,Yield,kg/ha,766.801239
United Kingdom,Barley,1462,Yield,kg/ha,1012.665791
United Kingdom,Barley,1463,Yield,kg/ha,998.460326
United Kingdom,Barley,1464,Yield,kg/ha,379.700685
United Kingdom,Barley,1465,Yield,kg/ha,429.146855
United Kingdom,Barley,1466,Yield,kg/ha,512.74087
United Kingdom,Barley,1467,Yield,kg/ha,603.984109
United Kingdom,Barley,1468,Yield,kg/ha,823.076979
United Kingdom,Barley,1469,Yield,kg/ha,507.277305
United Kingdom,Barley,1470,Yield,kg/ha,613.818642
United Kingdom,Barley,1471,Yield,kg/ha,581.036686
United Kingdom,Barley,1472,Yield,kg/ha,947.101924
United Kingdom,Barley,1473,Yield,kg/ha,383.252038
United Kingdom,Barley,1474,Yield,kg/ha,887.001612
United Kingdom,Barley,1475,Yield,kg/ha,545.522859
United Kingdom,Barley,1476,Yield,kg/ha,316.868596
United Kingdom,Barley,1477,Yield,kg/ha,525.307271
United Kingdom,Barley,1478,Yield,kg/ha,459.197009
United Kingdom,Barley,1479,Yield,kg/ha,914.593117
United Kingdom,Barley,1480,Yield,kg/ha,474.495181
United Kingdom,Barley,1481,Yield,kg/ha,523.668208
United Kingdom,Barley,1482,Yield,kg/ha,572.841234
United Kingdom,Barley,1483,Yield,kg/ha,827.994141
United Kingdom,Barley,1484,Yield,kg/ha,594.695844
United Kingdom,Barley,1485,Yield,kg/ha,428.054069
United Kingdom,Barley,1486,Yield,kg/ha,521.482775
United Kingdom,Barley,1487,Yield,kg/ha,485.422572
United Kingdom,Barley,1488,Yield,kg/ha,544.156936
United Kingdom,Barley,1489,Yield,kg/ha,602.8913
United Kingdom,Barley,1490,Yield,kg/ha,807.778485
United Kingdom,Barley,1491,Yield,kg/ha,753.142111
United Kingdom,Barley,1492,Yield,kg/ha,568.470265
United Kingdom,Barley,1493,Yield,kg/ha,568.470265
United Kingdom,Barley,1494,Yield,kg/ha,NA
United Kingdom,Barley,1495,Yield,kg/ha,NA
United Kingdom,Barley,1549,Yield,kg/ha,514.511656
United Kingdom,Barley,1550,Yield,kg/ha,514.511656
United Kingdom,Barley,1551,Yield,kg/ha,674.581956
United Kingdom,Barley,1552,Yield,kg/ha,835.362044
United Kingdom,Barley,1553,Yield,kg/ha,871.819708
United Kingdom,Barley,1554,Yield,kg/ha,457.42272
United Kingdom,Barley,1555,Yield,kg/ha,645.490494
United Kingdom,Barley,1556,Yield,kg/ha,305.709854
United Kingdom,Barley,1557,Yield,kg/ha,302.305292
United Kingdom,Barley,1558,Yield,kg/ha,1098.435741
United Kingdom,Barley,1559,Yield,kg/ha,610.011102
United Kingdom,Barley,1560,Yield,kg/ha,611.752445
United Kingdom,Barley,1561,Yield,kg/ha,574.629398
United Kingdom,Barley,1562,Yield,kg/ha,746.33936
United Kingdom,Barley,1563,Yield,kg/ha,527.609567
United Kingdom,Barley,1564,Yield,kg/ha,883.29386
United Kingdom,Barley,1565,Yield,kg/ha,917.736852
United Kingdom,Barley,1566,Yield,kg/ha,1229.119898
United Kingdom,Barley,1567,Yield,kg/ha,654.19261
United Kingdom,Barley,1568,Yield,kg/ha,1198.876919
United Kingdom,Barley,1569,Yield,kg/ha,796.994911
United Kingdom,Barley,1570,Yield,kg/ha,469.238459
United Kingdom,Barley,1571,Yield,kg/ha,1048.97687
United Kingdom,Barley,1572,Yield,kg/ha,929.095481
United Kingdom,Barley,1573,Yield,kg/ha,1060.309447
United Kingdom,Barley,1574,Yield,kg/ha,604.699588
United Kingdom,Barley,1575,Yield,kg/ha,704.949808
United Kingdom,Barley,1576,Yield,kg/ha,682.559215
United Kingdom,Barley,1577,Yield,kg/ha,560.466616
United Kingdom,Barley,1578,Yield,kg/ha,873.450828
United Kingdom,Barley,1579,Yield,kg/ha,848.344564
United Kingdom,Barley,1580,Yield,kg/ha,991.560537
United Kingdom,Barley,1581,Yield,kg/ha,910.326799
United Kingdom,Barley,1582,Yield,kg/ha,940.914474
United Kingdom,Barley,1583,Yield,kg/ha,1277.801462
United Kingdom,Barley,1584,Yield,kg/ha,863.227232
United Kingdom,Barley,1585,Yield,kg/ha,836.386951
United Kingdom,Barley,1586,Yield,kg/ha,508.700731
United Kingdom,Barley,1587,Yield,kg/ha,897.476648
United Kingdom,Barley,1588,Yield,kg/ha,1076.074601
United Kingdom,Barley,1589,Yield,kg/ha,705.61555
United Kingdom,Barley,1590,Yield,kg/ha,631.794833
United Kingdom,Barley,1591,Yield,kg/ha,471.952409
United Kingdom,Barley,1592,Yield,kg/ha,962.626656
United Kingdom,Barley,1593,Yield,kg/ha,1252.231655
United Kingdom,Barley,1594,Yield,kg/ha,612.00811
United Kingdom,Barley,1595,Yield,kg/ha,586.062272
United Kingdom,Barley,1596,Yield,kg/ha,495.915828
United Kingdom,Barley,1597,Yield,kg/ha,297.448785
United Kingdom,Barley,1598,Yield,kg/ha,781.737145
United Kingdom,Barley,1599,Yield,kg/ha,1302.805718
United Kingdom,Barley,1600,Yield,kg/ha,683.379492
United Kingdom,Barley,1601,Yield,kg/ha,835.948887
United Kingdom,Barley,1602,Yield,kg/ha,725.725259
United Kingdom,Barley,1603,Yield,kg/ha,1201.536648
United Kingdom,Barley,1604,Yield,kg/ha,1659.870844
United Kingdom,Barley,1605,Yield,kg/ha,741.957499
United Kingdom,Barley,1606,Yield,kg/ha,472.5419
United Kingdom,Barley,1607,Yield,kg/ha,830.180348
United Kingdom,Barley,1608,Yield,kg/ha,501.187689
United Kingdom,Barley,1609,Yield,kg/ha,1055.954927
United Kingdom,Barley,1610,Yield,kg/ha,985.735187
United Kingdom,Barley,1611,Yield,kg/ha,1535.196187
United Kingdom,Barley,1612,Yield,kg/ha,1042.646379
United Kingdom,Barley,1613,Yield,kg/ha,768.885822
United Kingdom,Barley,1614,Yield,kg/ha,707.263558
United Kingdom,Barley,1615,Yield,kg/ha,1106.86151
United Kingdom,Barley,1616,Yield,kg/ha,1083.056062
United Kingdom,Barley,1617,Yield,kg/ha,1187.232425
United Kingdom,Barley,1618,Yield,kg/ha,1153.500228
United Kingdom,Barley,1619,Yield,kg/ha,1422.410404
United Kingdom,Barley,1620,Yield,kg/ha,1307.384169
United Kingdom,Barley,1621,Yield,kg/ha,1968.799029
United Kingdom,Barley,1622,Yield,kg/ha,1333.584003
United Kingdom,Barley,1623,Yield,kg/ha,843.422478
United Kingdom,Barley,1624,Yield,kg/ha,1568.460927
United Kingdom,Barley,1625,Yield,kg/ha,1737.763925
United Kingdom,Barley,1626,Yield,kg/ha,1213.923247
United Kingdom,Barley,1627,Yield,kg/ha,1395.303313
United Kingdom,Barley,1628,Yield,kg/ha,1469.118124
United Kingdom,Barley,1629,Yield,kg/ha,773.020066
United Kingdom,Barley,1630,Yield,kg/ha,555.153223
United Kingdom,Barley,1631,Yield,kg/ha,638.682621
United Kingdom,Barley,1632,Yield,kg/ha,813.72863
United Kingdom,Barley,1633,Yield,kg/ha,845.299632
United Kingdom,Barley,1634,Yield,kg/ha,1100.412041
United Kingdom,Barley,1635,Yield,kg/ha,978.945515
United Kingdom,Barley,1636,Yield,kg/ha,1032.546218
United Kingdom,Barley,1637,Yield,kg/ha,560.849309
United Kingdom,Barley,1638,Yield,kg/ha,841.307258
United Kingdom,Barley,1639,Yield,kg/ha,1004.542401
United Kingdom,Barley,1640,Yield,kg/ha,1222.9059
United Kingdom,Barley,1641,Yield,kg/ha,891.587064
United Kingdom,Barley,1642,Yield,kg/ha,1490.953096
United Kingdom,Barley,1643,Yield,kg/ha,2413.248572
United Kingdom,Barley,1644,Yield,kg/ha,2401.013209
United Kingdom,Barley,1645,Yield,kg/ha,1330.897368
United Kingdom,Barley,1646,Yield,kg/ha,1339.589571
United Kingdom,Barley,1647,Yield,kg/ha,1079.137875
United Kingdom,Barley,1648,Yield,kg/ha,950.69466
United Kingdom,Barley,1649,Yield,kg/ha,1101.946598
United Kingdom,Barley,1650,Yield,kg/ha,326.950881
United Kingdom,Barley,1651,Yield,kg/ha,595.312919
