Area,Year,Measurement,Unit,Value
Croatia,1993,Percent,Percent,22.0100002288818
Croatia,1994,Percent,Percent,22.1079998016357
Croatia,1995,Percent,Percent,20.613000869751
Croatia,1996,Percent,Percent,19.8899993896484
Croatia,1997,Percent,Percent,17.7709999084473
Croatia,1998,Percent,Percent,16.7159996032715
Croatia,1999,Percent,Percent,16.5820007324219
Croatia,2000,Percent,Percent,14.5240001678467
Croatia,2001,Percent,Percent,15.5790004730225
Croatia,2002,Percent,Percent,15.5509996414185
Croatia,2003,Percent,Percent,16.8649997711182
Croatia,2004,Percent,Percent,16.9650001525879
Croatia,2005,Percent,Percent,17.2999992370605
Croatia,2006,Percent,Percent,14.2469997406006
Croatia,2007,Percent,Percent,12.3540000915527
Croatia,2008,Percent,Percent,12.8170003890991
Croatia,2009,Percent,Percent,13.3240003585815
Croatia,2010,Percent,Percent,14.253999710083
Croatia,2011,Percent,Percent,14.5880002975464
Croatia,2012,Percent,Percent,12.2530002593994
Croatia,2013,Percent,Percent,10.78600025177
Croatia,2014,Percent,Percent,9.51900005340576
Croatia,2015,Percent,Percent,9.22799968719482
Croatia,2016,Percent,Percent,7.60200023651123
Croatia,2017,Percent,Percent,7.54300022125244
Cuba,1991,Percent,Percent,22.2859992980957
Cuba,1992,Percent,Percent,24.1310005187988
Cuba,1993,Percent,Percent,25.5359992980957
Cuba,1994,Percent,Percent,25.5480003356934
Cuba,1995,Percent,Percent,25.1000003814697
Cuba,1996,Percent,Percent,25.1000003814697
Cuba,1997,Percent,Percent,25.1000003814697
Cuba,1998,Percent,Percent,21.492000579834
Cuba,1999,Percent,Percent,27.1189994812012
Cuba,2000,Percent,Percent,27.1189994812012
Cuba,2001,Percent,Percent,21.6560001373291
Cuba,2002,Percent,Percent,21.6560001373291
Cuba,2003,Percent,Percent,21.6560001373291
Cuba,2004,Percent,Percent,21.1650009155273
Cuba,2005,Percent,Percent,20.25
Cuba,2006,Percent,Percent,20.0209999084473
Cuba,2007,Percent,Percent,18.742000579834
Cuba,2008,Percent,Percent,18.5739994049072
Cuba,2009,Percent,Percent,18.7280006408691
Cuba,2010,Percent,Percent,18.6009998321533
Cuba,2011,Percent,Percent,19.6879997253418
Cuba,2012,Percent,Percent,19.2609996795654
Cuba,2013,Percent,Percent,18.6140003204346
Cuba,2014,Percent,Percent,18.8999996185303
Cuba,2015,Percent,Percent,18.3090000152588
Cuba,2016,Percent,Percent,18.2509994506836
Cuba,2017,Percent,Percent,18.6009998321533
Cyprus,1991,Percent,Percent,6.63299989700317
Cyprus,1992,Percent,Percent,6.08599996566772
Cyprus,1993,Percent,Percent,6.05800008773804
Cyprus,1994,Percent,Percent,5.74599981307983
Cyprus,1995,Percent,Percent,5.34999990463257
Cyprus,1996,Percent,Percent,5.26200008392334
Cyprus,1997,Percent,Percent,5.04699993133545
Cyprus,1998,Percent,Percent,4.88800001144409
Cyprus,1999,Percent,Percent,4.66499996185303
Cyprus,2000,Percent,Percent,5.40500020980835
Cyprus,2001,Percent,Percent,4.83799982070923
Cyprus,2002,Percent,Percent,5.25400018692017
Cyprus,2003,Percent,Percent,5.18699979782104
Cyprus,2004,Percent,Percent,5.10400009155273
Cyprus,2005,Percent,Percent,4.73899984359741
Cyprus,2006,Percent,Percent,4.26100015640259
Cyprus,2007,Percent,Percent,4.38500022888184
Cyprus,2008,Percent,Percent,4.23099994659424
Cyprus,2009,Percent,Percent,3.92899990081787
Cyprus,2010,Percent,Percent,3.79500007629395
Cyprus,2011,Percent,Percent,3.82800006866455
Cyprus,2012,Percent,Percent,2.91199994087219
Cyprus,2013,Percent,Percent,3.10500001907349
Cyprus,2014,Percent,Percent,4.42999982833862
Cyprus,2015,Percent,Percent,3.99499988555908
Cyprus,2016,Percent,Percent,3.64299988746643
Cyprus,2017,Percent,Percent,3.53299999237061
Czech Republic,1991,Percent,Percent,7.14400005340576
Czech Republic,1992,Percent,Percent,7.51999998092651
Czech Republic,1993,Percent,Percent,7.79500007629395
Czech Republic,1994,Percent,Percent,6.94500017166138
Czech Republic,1995,Percent,Percent,6.63800001144409
Czech Republic,1996,Percent,Percent,6.21600008010864
Czech Republic,1997,Percent,Percent,5.79300022125244
Czech Republic,1998,Percent,Percent,5.55399990081787
Czech Republic,1999,Percent,Percent,5.31300020217896
Czech Republic,2000,Percent,Percent,5.2189998626709
Czech Republic,2001,Percent,Percent,4.87200021743774
Czech Republic,2002,Percent,Percent,4.89599990844727
Czech Republic,2003,Percent,Percent,4.53800010681152
Czech Republic,2004,Percent,Percent,4.31899976730347
Czech Republic,2005,Percent,Percent,3.9779999256134
Czech Republic,2006,Percent,Percent,3.76399993896484
Czech Republic,2007,Percent,Percent,3.58100008964539
Czech Republic,2008,Percent,Percent,3.17400002479553
Czech Republic,2009,Percent,Percent,3.11700010299683
Czech Republic,2010,Percent,Percent,3.09599995613098
Czech Republic,2011,Percent,Percent,2.98900008201599
Czech Republic,2012,Percent,Percent,3.04999995231628
Czech Republic,2013,Percent,Percent,3.02999997138977
Czech Republic,2014,Percent,Percent,2.74900007247925
Czech Republic,2015,Percent,Percent,2.92600011825562
Czech Republic,2016,Percent,Percent,2.90100002288818
Czech Republic,2017,Percent,Percent,2.86500000953674
Democratic Republic of Congo,1991,Percent,Percent,85.8040008544922
Democratic Republic of Congo,1992,Percent,Percent,86.484001159668
Democratic Republic of Congo,1993,Percent,Percent,86.4329986572266
Democratic Republic of Congo,1994,Percent,Percent,86.9300003051758
Democratic Republic of Congo,1995,Percent,Percent,86.786003112793
Democratic Republic of Congo,1996,Percent,Percent,84.9850006103516
Democratic Republic of Congo,1997,Percent,Percent,86.7060012817383
Democratic Republic of Congo,1998,Percent,Percent,86.7229995727539
Democratic Republic of Congo,1999,Percent,Percent,86.8280029296875
Democratic Republic of Congo,2000,Percent,Percent,84.6060028076172
Democratic Republic of Congo,2001,Percent,Percent,81.8580017089844
Democratic Republic of Congo,2002,Percent,Percent,81.1050033569336
Democratic Republic of Congo,2003,Percent,Percent,81.9580001831055
Democratic Republic of Congo,2004,Percent,Percent,81.9250030517578
Democratic Republic of Congo,2005,Percent,Percent,81.3539962768555
Democratic Republic of Congo,2006,Percent,Percent,81.0670013427734
Democratic Republic of Congo,2007,Percent,Percent,80.8679962158203
Democratic Republic of Congo,2008,Percent,Percent,80.3239974975586
Democratic Republic of Congo,2009,Percent,Percent,79.4329986572266
Democratic Republic of Congo,2010,Percent,Percent,79.588996887207
Democratic Republic of Congo,2011,Percent,Percent,79.6809997558594
Democratic Republic of Congo,2012,Percent,Percent,79.4810028076172
Democratic Republic of Congo,2013,Percent,Percent,79.802001953125
Democratic Republic of Congo,2014,Percent,Percent,81.3489990234375
Democratic Republic of Congo,2015,Percent,Percent,81.5260009765625
Democratic Republic of Congo,2016,Percent,Percent,81.4120025634766
Democratic Republic of Congo,2017,Percent,Percent,81.9290008544922
Denmark,1991,Percent,Percent,5.69700002670288
Denmark,1992,Percent,Percent,5.16400003433228
Denmark,1993,Percent,Percent,5.14400005340576
Denmark,1994,Percent,Percent,5.04500007629395
Denmark,1995,Percent,Percent,4.39400005340576
Denmark,1996,Percent,Percent,3.87700009346008
Denmark,1997,Percent,Percent,3.73699998855591
Denmark,1998,Percent,Percent,3.70700001716614
Denmark,1999,Percent,Percent,3.32200002670288
Denmark,2000,Percent,Percent,3.66799998283386
Denmark,2001,Percent,Percent,3.54800009727478
Denmark,2002,Percent,Percent,3.21300005912781
Denmark,2003,Percent,Percent,3.29500007629395
Denmark,2004,Percent,Percent,3.2720000743866
Denmark,2005,Percent,Percent,3.18300008773804
Denmark,2006,Percent,Percent,3.08800005912781
Denmark,2007,Percent,Percent,2.96399998664856
Denmark,2008,Percent,Percent,2.54699993133545
Denmark,2009,Percent,Percent,2.58400011062622
Denmark,2010,Percent,Percent,2.4210000038147
Denmark,2011,Percent,Percent,2.40100002288818
Denmark,2012,Percent,Percent,2.59400010108948
Denmark,2013,Percent,Percent,2.53999996185303
Denmark,2014,Percent,Percent,2.48300004005432
Denmark,2015,Percent,Percent,2.49699997901917
Denmark,2016,Percent,Percent,2.53200006484985
Denmark,2017,Percent,Percent,2.58400011062622
Djibouti,1991,Percent,Percent,30.9909992218018
Djibouti,1992,Percent,Percent,30.8059997558594
Djibouti,1993,Percent,Percent,32.3870010375977
Djibouti,1994,Percent,Percent,32.6539993286133
Djibouti,1995,Percent,Percent,33.5340003967285
Djibouti,1996,Percent,Percent,34.8330001831055
Djibouti,1997,Percent,Percent,35.242000579834
Djibouti,1998,Percent,Percent,35.8160018920898
Djibouti,1999,Percent,Percent,35.8969993591309
Djibouti,2000,Percent,Percent,36.6599998474121
Djibouti,2001,Percent,Percent,36.7480010986328
Djibouti,2002,Percent,Percent,36.632999420166
Djibouti,2003,Percent,Percent,36.5320014953613
Djibouti,2004,Percent,Percent,36.1790008544922
Djibouti,2005,Percent,Percent,36.0589981079102
Djibouti,2006,Percent,Percent,35.2150001525879
Djibouti,2007,Percent,Percent,34.9109992980957
Djibouti,2008,Percent,Percent,33.9370002746582
Djibouti,2009,Percent,Percent,33.6599998474121
Djibouti,2010,Percent,Percent,33.1990013122559
Djibouti,2011,Percent,Percent,32.6790008544922
Djibouti,2012,Percent,Percent,32.4710006713867
Djibouti,2013,Percent,Percent,32.1069984436035
Djibouti,2014,Percent,Percent,31.4549999237061
Djibouti,2015,Percent,Percent,30.693000793457
Djibouti,2016,Percent,Percent,30.5459995269775
Djibouti,2017,Percent,Percent,29.7859992980957
Dominican Republic,1991,Percent,Percent,24.3269996643066
Dominican Republic,1992,Percent,Percent,23.4120006561279
Dominican Republic,1993,Percent,Percent,22.0900001525879
Dominican Republic,1994,Percent,Percent,21.1900005340576
Dominican Republic,1995,Percent,Percent,20.8050003051758
Dominican Republic,1996,Percent,Percent,19.9029998779297
Dominican Republic,1997,Percent,Percent,20.0139999389648
Dominican Republic,1998,Percent,Percent,17.0919990539551
Dominican Republic,1999,Percent,Percent,17.5440006256104
Dominican Republic,2000,Percent,Percent,15.8959999084473
Dominican Republic,2001,Percent,Percent,14.7779998779297
Dominican Republic,2002,Percent,Percent,15.9300003051758
Dominican Republic,2003,Percent,Percent,13.7480001449585
Dominican Republic,2004,Percent,Percent,15.503999710083
Dominican Republic,2005,Percent,Percent,15.2760000228882
Dominican Republic,2006,Percent,Percent,14.8529996871948
Dominican Republic,2007,Percent,Percent,14.5050001144409
Dominican Republic,2008,Percent,Percent,14.043999671936
Dominican Republic,2009,Percent,Percent,14.9230003356934
Dominican Republic,2010,Percent,Percent,14.4530000686646
Dominican Republic,2011,Percent,Percent,14.4589996337891
Dominican Republic,2012,Percent,Percent,14.2390003204346
Dominican Republic,2013,Percent,Percent,14.1420001983643
Dominican Republic,2014,Percent,Percent,14.4160003662109
Dominican Republic,2015,Percent,Percent,13.3090000152588
Dominican Republic,2016,Percent,Percent,12.6569995880127
Dominican Republic,2017,Percent,Percent,12.414999961853
Early-demographic dividend,1991,Percent,Percent,54.7985916735759
Early-demographic dividend,1992,Percent,Percent,54.7079636496379
Early-demographic dividend,1993,Percent,Percent,53.976186024705
Early-demographic dividend,1994,Percent,Percent,53.2624192284252
Early-demographic dividend,1995,Percent,Percent,52.3751946564844
Early-demographic dividend,1996,Percent,Percent,52.0057474971213
Early-demographic dividend,1997,Percent,Percent,51.3703037730648
Early-demographic dividend,1998,Percent,Percent,51.5130789425946
Early-demographic dividend,1999,Percent,Percent,50.9834810641276
Early-demographic dividend,2000,Percent,Percent,50.4936355934936
Early-demographic dividend,2001,Percent,Percent,50.2606196813183
Early-demographic dividend,2002,Percent,Percent,49.3801045131807
Early-demographic dividend,2003,Percent,Percent,48.8878839653245
Early-demographic dividend,2004,Percent,Percent,47.4748186921981
Early-demographic dividend,2005,Percent,Percent,46.6528593154729
Early-demographic dividend,2006,Percent,Percent,45.4931939828387
Early-demographic dividend,2007,Percent,Percent,44.6495460299246
Early-demographic dividend,2008,Percent,Percent,44.1127868046826
Early-demographic dividend,2009,Percent,Percent,43.4591940752087
Early-demographic dividend,2010,Percent,Percent,42.541963434623
Early-demographic dividend,2011,Percent,Percent,40.9778340126959
Early-demographic dividend,2012,Percent,Percent,39.6108319982167
Early-demographic dividend,2013,Percent,Percent,39.0918204344841
Early-demographic dividend,2014,Percent,Percent,38.3863147496587
Early-demographic dividend,2015,Percent,Percent,37.3898765177337
Early-demographic dividend,2016,Percent,Percent,36.6946214210441
Early-demographic dividend,2017,Percent,Percent,36.1457500088364
East Asia & Pacific,1991,Percent,Percent,51.0626439626289
East Asia & Pacific,1992,Percent,Percent,49.9868782295266
East Asia & Pacific,1993,Percent,Percent,48.0842297751139
East Asia & Pacific,1994,Percent,Percent,46.9195626368322
East Asia & Pacific,1995,Percent,Percent,45.839894274086
East Asia & Pacific,1996,Percent,Percent,44.9725500494289
East Asia & Pacific,1997,Percent,Percent,43.7337186630174
East Asia & Pacific,1998,Percent,Percent,43.6737040594997
East Asia & Pacific,1999,Percent,Percent,42.6899399349232
East Asia & Pacific,2000,Percent,Percent,41.8517110872489
East Asia & Pacific,2001,Percent,Percent,40.7750875113849
East Asia & Pacific,2002,Percent,Percent,39.8520853196854
East Asia & Pacific,2003,Percent,Percent,38.5198776630838
East Asia & Pacific,2004,Percent,Percent,37.1650001130305
East Asia & Pacific,2005,Percent,Percent,35.6487088266957
East Asia & Pacific,2006,Percent,Percent,33.770009987414
East Asia & Pacific,2007,Percent,Percent,32.0963392659011
East Asia & Pacific,2008,Percent,Percent,30.9869275789186
East Asia & Pacific,2009,Percent,Percent,29.6040885269894
East Asia & Pacific,2010,Percent,Percent,28.263006658757
East Asia & Pacific,2011,Percent,Percent,26.9655476168346
East Asia & Pacific,2012,Percent,Percent,25.8765036225956
East Asia & Pacific,2013,Percent,Percent,24.7772702317288
East Asia & Pacific,2014,Percent,Percent,23.6685688987458
East Asia & Pacific,2015,Percent,Percent,22.5231411236185
East Asia & Pacific,2016,Percent,Percent,21.5020118092233
East Asia & Pacific,2017,Percent,Percent,20.8087348834382
East Asia & Pacific (IDA & IBRD),1991,Percent,Percent,56.4170549261758
East Asia & Pacific (IDA & IBRD),1992,Percent,Percent,55.1918115440135
East Asia & Pacific (IDA & IBRD),1993,Percent,Percent,52.9939365365838
East Asia & Pacific (IDA & IBRD),1994,Percent,Percent,51.6643812308182
East Asia & Pacific (IDA & IBRD),1995,Percent,Percent,50.4514391031566
East Asia & Pacific (IDA & IBRD),1996,Percent,Percent,49.4379511769464
East Asia & Pacific (IDA & IBRD),1997,Percent,Percent,48.0231463526438
East Asia & Pacific (IDA & IBRD),1998,Percent,Percent,47.8244401682468
East Asia & Pacific (IDA & IBRD),1999,Percent,Percent,46.669802900584
East Asia & Pacific (IDA & IBRD),2000,Percent,Percent,45.7248007383884
East Asia & Pacific (IDA & IBRD),2001,Percent,Percent,44.5000673673708
East Asia & Pacific (IDA & IBRD),2002,Percent,Percent,43.4434995513968
East Asia & Pacific (IDA & IBRD),2003,Percent,Percent,41.9312622899365
East Asia & Pacific (IDA & IBRD),2004,Percent,Percent,40.433411712566
East Asia & Pacific (IDA & IBRD),2005,Percent,Percent,38.7437211032076
East Asia & Pacific (IDA & IBRD),2006,Percent,Percent,36.647302431942
East Asia & Pacific (IDA & IBRD),2007,Percent,Percent,34.786377317274
East Asia & Pacific (IDA & IBRD),2008,Percent,Percent,33.5534655906825
East Asia & Pacific (IDA & IBRD),2009,Percent,Percent,31.942928248944
East Asia & Pacific (IDA & IBRD),2010,Percent,Percent,30.4412344765311
East Asia & Pacific (IDA & IBRD),2011,Percent,Percent,28.9899339189452
East Asia & Pacific (IDA & IBRD),2012,Percent,Percent,27.771771935104
East Asia & Pacific (IDA & IBRD),2013,Percent,Percent,26.5589752425287
East Asia & Pacific (IDA & IBRD),2014,Percent,Percent,25.3293968094287
East Asia & Pacific (IDA & IBRD),2015,Percent,Percent,24.0625191257295
East Asia & Pacific (IDA & IBRD),2016,Percent,Percent,22.9323677321359
East Asia & Pacific (IDA & IBRD),2017,Percent,Percent,22.1467017849252
East Asia & Pacific (excluding high income),1991,Percent,Percent,56.5033323501306
East Asia & Pacific (excluding high income),1992,Percent,Percent,55.3212416409926
East Asia & Pacific (excluding high income),1993,Percent,Percent,53.1610189956809
East Asia & Pacific (excluding high income),1994,Percent,Percent,51.8646110746466
East Asia & Pacific (excluding high income),1995,Percent,Percent,50.6748505457923
East Asia & Pacific (excluding high income),1996,Percent,Percent,49.6963222435374
East Asia & Pacific (excluding high income),1997,Percent,Percent,48.3164805223806
East Asia & Pacific (excluding high income),1998,Percent,Percent,48.1266017156153
East Asia & Pacific (excluding high income),1999,Percent,Percent,46.9875127218306
East Asia & Pacific (excluding high income),2000,Percent,Percent,46.0535867561786
East Asia & Pacific (excluding high income),2001,Percent,Percent,44.8432122540956
East Asia & Pacific (excluding high income),2002,Percent,Percent,43.7991188457303
East Asia & Pacific (excluding high income),2003,Percent,Percent,42.298108233061
East Asia & Pacific (excluding high income),2004,Percent,Percent,40.8175695922476
East Asia & Pacific (excluding high income),2005,Percent,Percent,39.1427344011071
East Asia & Pacific (excluding high income),2006,Percent,Percent,37.0717549216281
East Asia & Pacific (excluding high income),2007,Percent,Percent,35.232964876728
East Asia & Pacific (excluding high income),2008,Percent,Percent,34.0090921830598
East Asia & Pacific (excluding high income),2009,Percent,Percent,32.4263821481619
East Asia & Pacific (excluding high income),2010,Percent,Percent,30.9485655068453
East Asia & Pacific (excluding high income),2011,Percent,Percent,29.5179295195295
East Asia & Pacific (excluding high income),2012,Percent,Percent,28.318840640141
East Asia & Pacific (excluding high income),2013,Percent,Percent,27.123731209373
East Asia & Pacific (excluding high income),2014,Percent,Percent,25.9166917291168
East Asia & Pacific (excluding high income),2015,Percent,Percent,24.6758882302397
East Asia & Pacific (excluding high income),2016,Percent,Percent,23.5632046781953
East Asia & Pacific (excluding high income),2017,Percent,Percent,22.7895135504047
Ecuador,1991,Percent,Percent,35.4300003051758
Ecuador,1992,Percent,Percent,34.6780014038086
Ecuador,1993,Percent,Percent,36.5960006713867
Ecuador,1994,Percent,Percent,35.6080017089844
Ecuador,1995,Percent,Percent,35.4259986877441
Ecuador,1996,Percent,Percent,34.6920013427734
Ecuador,1997,Percent,Percent,34.1599998474121
Ecuador,1998,Percent,Percent,33.1619987487793
Ecuador,1999,Percent,Percent,33.201000213623
Ecuador,2000,Percent,Percent,33.7000007629395
Ecuador,2001,Percent,Percent,31.9409999847412
Ecuador,2002,Percent,Percent,31.4899997711182
Ecuador,2003,Percent,Percent,31.011999130249
Ecuador,2004,Percent,Percent,30.0419998168945
Ecuador,2005,Percent,Percent,29.1140003204346
Ecuador,2006,Percent,Percent,29.0370006561279
Ecuador,2007,Percent,Percent,29.6089992523193
Ecuador,2008,Percent,Percent,28.7129993438721
Ecuador,2009,Percent,Percent,28.7129993438721
Ecuador,2010,Percent,Percent,27.8780002593994
Ecuador,2011,Percent,Percent,27.9060001373291
Ecuador,2012,Percent,Percent,27.9810009002686
Ecuador,2013,Percent,Percent,26.6480007171631
Ecuador,2014,Percent,Percent,25.2800006866455
Ecuador,2015,Percent,Percent,26.1919994354248
Ecuador,2016,Percent,Percent,26.9419994354248
Ecuador,2017,Percent,Percent,26.9340000152588
Egypt,1991,Percent,Percent,31.3369998931885
Egypt,1992,Percent,Percent,38.4560012817383
Egypt,1993,Percent,Percent,35.2919998168945
Egypt,1994,Percent,Percent,35.1759986877441
Egypt,1995,Percent,Percent,33.9930000305176
Egypt,1996,Percent,Percent,31.298999786377
Egypt,1997,Percent,Percent,31.375
Egypt,1998,Percent,Percent,29.80299949646
Egypt,1999,Percent,Percent,28.7000007629395
Egypt,2000,Percent,Percent,29.632999420166
Egypt,2001,Percent,Percent,28.5450000762939
Egypt,2002,Percent,Percent,27.5209999084473
Egypt,2003,Percent,Percent,29.8680000305176
Egypt,2004,Percent,Percent,31.8349990844727
Egypt,2005,Percent,Percent,30.9389991760254
Egypt,2006,Percent,Percent,31.2329998016357
Egypt,2007,Percent,Percent,31.7569999694824
Egypt,2008,Percent,Percent,31.6919994354248
Egypt,2009,Percent,Percent,29.9580001831055
Egypt,2010,Percent,Percent,29.0620002746582
Egypt,2011,Percent,Percent,29.2390003204346
Egypt,2012,Percent,Percent,27.0709991455078
Egypt,2013,Percent,Percent,27.9589996337891
Egypt,2014,Percent,Percent,27.5480003356934
Egypt,2015,Percent,Percent,25.8150005340576
Egypt,2016,Percent,Percent,25.5739994049072
Egypt,2017,Percent,Percent,24.8390007019043
El Salvador,1991,Percent,Percent,38.0719985961914
El Salvador,1992,Percent,Percent,35.8279991149902
El Salvador,1993,Percent,Percent,31.4099998474121
El Salvador,1994,Percent,Percent,27.9869995117188
El Salvador,1995,Percent,Percent,26.9909992218018
El Salvador,1996,Percent,Percent,28.1319999694824
El Salvador,1997,Percent,Percent,26.3540000915527
El Salvador,1998,Percent,Percent,25.0820007324219
El Salvador,1999,Percent,Percent,22.1359996795654
El Salvador,2000,Percent,Percent,21.6149997711182
El Salvador,2001,Percent,Percent,21.8080005645752
El Salvador,2002,Percent,Percent,19.7469997406006
El Salvador,2003,Percent,Percent,18.242000579834
El Salvador,2004,Percent,Percent,19.128999710083
El Salvador,2005,Percent,Percent,19.992000579834
El Salvador,2006,Percent,Percent,18.8600006103516
El Salvador,2007,Percent,Percent,18.0200004577637
El Salvador,2008,Percent,Percent,18.6879997253418
El Salvador,2009,Percent,Percent,20.9080009460449
El Salvador,2010,Percent,Percent,20.7779998779297
El Salvador,2011,Percent,Percent,21.5869998931885
El Salvador,2012,Percent,Percent,20.9699993133545
El Salvador,2013,Percent,Percent,19.5860004425049
El Salvador,2014,Percent,Percent,18.7639999389648
El Salvador,2015,Percent,Percent,18.1110000610352
El Salvador,2016,Percent,Percent,18.6790008544922
El Salvador,2017,Percent,Percent,18.8299999237061
Equatorial Guinea,1991,Percent,Percent,82.7249984741211
Equatorial Guinea,1992,Percent,Percent,82.7819976806641
Equatorial Guinea,1993,Percent,Percent,82.3050003051758
Equatorial Guinea,1994,Percent,Percent,80.8160018920898
Equatorial Guinea,1995,Percent,Percent,79.4810028076172
Equatorial Guinea,1996,Percent,Percent,74.1679992675781
Equatorial Guinea,1997,Percent,Percent,76.3949966430664
Equatorial Guinea,1998,Percent,Percent,72.0250015258789
Equatorial Guinea,1999,Percent,Percent,72.7870025634766
Equatorial Guinea,2000,Percent,Percent,72.0130004882813
Equatorial Guinea,2001,Percent,Percent,66.2559967041016
Equatorial Guinea,2002,Percent,Percent,66.1529998779297
Equatorial Guinea,2003,Percent,Percent,62.8310012817383
Equatorial Guinea,2004,Percent,Percent,58.8240013122559
Equatorial Guinea,2005,Percent,Percent,57.1759986877441
Equatorial Guinea,2006,Percent,Percent,56.4720001220703
Equatorial Guinea,2007,Percent,Percent,54.617000579834
Equatorial Guinea,2008,Percent,Percent,52.076000213623
Equatorial Guinea,2009,Percent,Percent,50.5379981994629
Equatorial Guinea,2010,Percent,Percent,54.9199981689453
Equatorial Guinea,2011,Percent,Percent,53.9329986572266
Equatorial Guinea,2012,Percent,Percent,52.9799995422363
Equatorial Guinea,2013,Percent,Percent,54.0769996643066
Equatorial Guinea,2014,Percent,Percent,54.9630012512207
Equatorial Guinea,2015,Percent,Percent,56.9080009460449
Equatorial Guinea,2016,Percent,Percent,58.5789985656738
Equatorial Guinea,2017,Percent,Percent,59.5229988098145
Eritrea,1991,Percent,Percent,85.2180023193359
Eritrea,1992,Percent,Percent,85.7559967041016
Eritrea,1993,Percent,Percent,84.5490036010742
Eritrea,1994,Percent,Percent,84.4540023803711
Eritrea,1995,Percent,Percent,83.6139984130859
Eritrea,1996,Percent,Percent,83.4830017089844
Eritrea,1997,Percent,Percent,83.4649963378906
Eritrea,1998,Percent,Percent,83.5279998779297
Eritrea,1999,Percent,Percent,82.8079986572266
Eritrea,2000,Percent,Percent,82.2009963989258
Eritrea,2001,Percent,Percent,82.3949966430664
Eritrea,2002,Percent,Percent,82.3410034179688
Eritrea,2003,Percent,Percent,82.1389999389648
Eritrea,2004,Percent,Percent,82.6169967651367
Eritrea,2005,Percent,Percent,83.7119979858398
Eritrea,2006,Percent,Percent,84.5260009765625
Eritrea,2007,Percent,Percent,84.5619964599609
Eritrea,2008,Percent,Percent,84.0780029296875
Eritrea,2009,Percent,Percent,84.2119979858398
Eritrea,2010,Percent,Percent,84.3420028686523
Eritrea,2011,Percent,Percent,84.1240005493164
Eritrea,2012,Percent,Percent,84.1669998168945
Eritrea,2013,Percent,Percent,84.1849975585938
Eritrea,2014,Percent,Percent,84.0719985961914
Eritrea,2015,Percent,Percent,84.015998840332
Eritrea,2016,Percent,Percent,83.9229965209961
Eritrea,2017,Percent,Percent,83.8720016479492
Estonia,1991,Percent,Percent,19.253999710083
Estonia,1992,Percent,Percent,18.0849990844727
Estonia,1993,Percent,Percent,15.9969997406006
Estonia,1994,Percent,Percent,14.1569995880127
Estonia,1995,Percent,Percent,10.1829996109009
Estonia,1996,Percent,Percent,9.7209997177124
Estonia,1997,Percent,Percent,9.6870002746582
Estonia,1998,Percent,Percent,9.30000019073486
Estonia,1999,Percent,Percent,8.57499980926514
Estonia,2000,Percent,Percent,6.36199998855591
Estonia,2001,Percent,Percent,6.3439998626709
Estonia,2002,Percent,Percent,6.59700012207031
Estonia,2003,Percent,Percent,6.23600006103516
Estonia,2004,Percent,Percent,5.06199979782104
Estonia,2005,Percent,Percent,5.19299983978271
Estonia,2006,Percent,Percent,5.06400012969971
Estonia,2007,Percent,Percent,4.77699995040894
Estonia,2008,Percent,Percent,3.90199995040894
Estonia,2009,Percent,Percent,4.05399990081787
Estonia,2010,Percent,Percent,4.21700000762939
Estonia,2011,Percent,Percent,4.41200017929077
Estonia,2012,Percent,Percent,4.49300003051758
Estonia,2013,Percent,Percent,4.26200008392334
Estonia,2014,Percent,Percent,3.85800004005432
Estonia,2015,Percent,Percent,3.90199995040894
Estonia,2016,Percent,Percent,3.89400005340576
Estonia,2017,Percent,Percent,3.89599990844727
Ethiopia,1991,Percent,Percent,90.1569976806641
Ethiopia,1992,Percent,Percent,90.8339996337891
Ethiopia,1993,Percent,Percent,90.4120025634766
Ethiopia,1994,Percent,Percent,90.0189971923828
Ethiopia,1995,Percent,Percent,89.3850021362305
Ethiopia,1996,Percent,Percent,88.6480026245117
Ethiopia,1997,Percent,Percent,88.2779998779297
Ethiopia,1998,Percent,Percent,87.7030029296875
Ethiopia,1999,Percent,Percent,86.4909973144531
Ethiopia,2000,Percent,Percent,85.7580032348633
Ethiopia,2001,Percent,Percent,84.7900009155273
Ethiopia,2002,Percent,Percent,83.7379989624023
Ethiopia,2003,Percent,Percent,82.9749984741211
Ethiopia,2004,Percent,Percent,81.7060012817383
Ethiopia,2005,Percent,Percent,80.2170028686523
Ethiopia,2006,Percent,Percent,80.0289993286133
Ethiopia,2007,Percent,Percent,79.4619979858398
Ethiopia,2008,Percent,Percent,79.2129974365234
Ethiopia,2009,Percent,Percent,78.7050018310547
Ethiopia,2010,Percent,Percent,77.1539993286133
Ethiopia,2011,Percent,Percent,75.5149993896484
Ethiopia,2012,Percent,Percent,74.9469985961914
Ethiopia,2013,Percent,Percent,72.6750030517578
Ethiopia,2014,Percent,Percent,71.3769989013672
Ethiopia,2015,Percent,Percent,69.8870010375977
Ethiopia,2016,Percent,Percent,68.9850006103516
Ethiopia,2017,Percent,Percent,68.2200012207031
Euro area,1991,Percent,Percent,7.4513768211624
Euro area,1992,Percent,Percent,7.09231050307308
Euro area,1993,Percent,Percent,6.78897514859711
Euro area,1994,Percent,Percent,6.59099710517672
Euro area,1995,Percent,Percent,6.31885805459848
Euro area,1996,Percent,Percent,6.11492002096989
Euro area,1997,Percent,Percent,6.07075093315814
