Area,Year,Measurement,Unit,Value
British Columbia,1986,180.00 to 239.99 acres,Number,462
British Columbia,1986,240.00 to 399.99 acres,Number,1170
British Columbia,1986,400.00 to 559.99 acres,Number,600
British Columbia,1986,560.00 to 759.99 acres,Number,519
British Columbia,1986,760.00 to 1,119.99 acres,Number,534
British Columbia,1986,1,120.00 to 1,599.99 acres,Number,392
British Columbia,1986,1,600.00 to 2,239.99 acres,Number,236
British Columbia,1986,2,240.00 to 2,879.99 acres,Number,109
British Columbia,1986,2,880.00 to 3,519.99 acres,Number,65
British Columbia,1986,3,520.00 acres and over,Number,197
Canada,1991,Total number of farms,Number,280043
Canada,1991,Under 10.00 acres,Number,13671
Canada,1991,10.00 to 69.99 acres,Number,35216
Canada,1991,70.00 to 129.99 acres,Number,32682
Canada,1991,130.00 to 179.99 acres,Number,33401
Canada,1991,180.00 to 239.99 acres,Number,17161
Canada,1991,240.00 to 399.99 acres,Number,39100
Canada,1991,400.00 to 559.99 acres,Number,23144
Canada,1991,560.00 to 759.99 acres,Number,19983
Canada,1991,760.00 to 1,119.99 acres,Number,24406
Canada,1991,1,120.00 to 1,599.99 acres,Number,18396
Canada,1991,1,600.00 to 2,239.99 acres,Number,11379
Canada,1991,2,240.00 to 2,879.99 acres,Number,4816
Canada,1991,2,880.00 to 3,519.99 acres,Number,2447
Canada,1991,3,520.00 acres and over,Number,4241
Newfoundland and Labrador,1991,Total number of farms,Number,725
Newfoundland and Labrador,1991,Under 10.00 acres,Number,195
Newfoundland and Labrador,1991,10.00 to 69.99 acres,Number,288
Newfoundland and Labrador,1991,70.00 to 129.99 acres,Number,91
Newfoundland and Labrador,1991,130.00 to 179.99 acres,Number,40
Newfoundland and Labrador,1991,180.00 to 239.99 acres,Number,31
Newfoundland and Labrador,1991,240.00 to 399.99 acres,Number,27
Newfoundland and Labrador,1991,400.00 to 559.99 acres,Number,18
Newfoundland and Labrador,1991,560.00 to 759.99 acres,Number,12
Newfoundland and Labrador,1991,760.00 to 1,119.99 acres,Number,9
Newfoundland and Labrador,1991,1,120.00 to 1,599.99 acres,Number,2
Newfoundland and Labrador,1991,1,600.00 to 2,239.99 acres,Number,2
Newfoundland and Labrador,1991,2,240.00 to 2,879.99 acres,Number,4
Newfoundland and Labrador,1991,2,880.00 to 3,519.99 acres,Number,0
Newfoundland and Labrador,1991,3,520.00 acres and over,Number,6
Prince Edward Island,1991,Total number of farms,Number,2361
Prince Edward Island,1991,Under 10.00 acres,Number,122
Prince Edward Island,1991,10.00 to 69.99 acres,Number,328
Prince Edward Island,1991,70.00 to 129.99 acres,Number,393
Prince Edward Island,1991,130.00 to 179.99 acres,Number,305
Prince Edward Island,1991,180.00 to 239.99 acres,Number,283
Prince Edward Island,1991,240.00 to 399.99 acres,Number,461
Prince Edward Island,1991,400.00 to 559.99 acres,Number,239
Prince Edward Island,1991,560.00 to 759.99 acres,Number,110
Prince Edward Island,1991,760.00 to 1,119.99 acres,Number,61
Prince Edward Island,1991,1,120.00 to 1,599.99 acres,Number,34
Prince Edward Island,1991,1,600.00 to 2,239.99 acres,Number,16
Prince Edward Island,1991,2,240.00 to 2,879.99 acres,Number,7
Prince Edward Island,1991,2,880.00 to 3,519.99 acres,Number,1
Prince Edward Island,1991,3,520.00 acres and over,Number,1
Nova Scotia,1991,Total number of farms,Number,3980
Nova Scotia,1991,Under 10.00 acres,Number,354
Nova Scotia,1991,10.00 to 69.99 acres,Number,716
Nova Scotia,1991,70.00 to 129.99 acres,Number,613
Nova Scotia,1991,130.00 to 179.99 acres,Number,404
Nova Scotia,1991,180.00 to 239.99 acres,Number,452
Nova Scotia,1991,240.00 to 399.99 acres,Number,694
Nova Scotia,1991,400.00 to 559.99 acres,Number,371
Nova Scotia,1991,560.00 to 759.99 acres,Number,189
Nova Scotia,1991,760.00 to 1,119.99 acres,Number,118
Nova Scotia,1991,1,120.00 to 1,599.99 acres,Number,43
Nova Scotia,1991,1,600.00 to 2,239.99 acres,Number,13
Nova Scotia,1991,2,240.00 to 2,879.99 acres,Number,3
Nova Scotia,1991,2,880.00 to 3,519.99 acres,Number,4
Nova Scotia,1991,3,520.00 acres and over,Number,6
New Brunswick,1991,Total number of farms,Number,3252
New Brunswick,1991,Under 10.00 acres,Number,271
New Brunswick,1991,10.00 to 69.99 acres,Number,387
New Brunswick,1991,70.00 to 129.99 acres,Number,479
New Brunswick,1991,130.00 to 179.99 acres,Number,304
New Brunswick,1991,180.00 to 239.99 acres,Number,391
New Brunswick,1991,240.00 to 399.99 acres,Number,646
New Brunswick,1991,400.00 to 559.99 acres,Number,378
New Brunswick,1991,560.00 to 759.99 acres,Number,204
New Brunswick,1991,760.00 to 1,119.99 acres,Number,124
New Brunswick,1991,1,120.00 to 1,599.99 acres,Number,39
New Brunswick,1991,1,600.00 to 2,239.99 acres,Number,18
New Brunswick,1991,2,240.00 to 2,879.99 acres,Number,4
New Brunswick,1991,2,880.00 to 3,519.99 acres,Number,6
New Brunswick,1991,3,520.00 acres and over,Number,1
Quebec,1991,Total number of farms,Number,38076
Quebec,1991,Under 10.00 acres,Number,1971
Quebec,1991,10.00 to 69.99 acres,Number,5922
Quebec,1991,70.00 to 129.99 acres,Number,7131
Quebec,1991,130.00 to 179.99 acres,Number,5028
Quebec,1991,180.00 to 239.99 acres,Number,5359
Quebec,1991,240.00 to 399.99 acres,Number,7300
Quebec,1991,400.00 to 559.99 acres,Number,2970
Quebec,1991,560.00 to 759.99 acres,Number,1368
Quebec,1991,760.00 to 1,119.99 acres,Number,717
Quebec,1991,1,120.00 to 1,599.99 acres,Number,220
Quebec,1991,1,600.00 to 2,239.99 acres,Number,63
Quebec,1991,2,240.00 to 2,879.99 acres,Number,13
Quebec,1991,2,880.00 to 3,519.99 acres,Number,1
Quebec,1991,3,520.00 acres and over,Number,13
Ontario,1991,Total number of farms,Number,68633
Ontario,1991,Under 10.00 acres,Number,3627
Ontario,1991,10.00 to 69.99 acres,Number,14269
Ontario,1991,70.00 to 129.99 acres,Number,17426
Ontario,1991,130.00 to 179.99 acres,Number,8081
Ontario,1991,180.00 to 239.99 acres,Number,7689
Ontario,1991,240.00 to 399.99 acres,Number,9737
Ontario,1991,400.00 to 559.99 acres,Number,3834
Ontario,1991,560.00 to 759.99 acres,Number,1986
Ontario,1991,760.00 to 1,119.99 acres,Number,1257
Ontario,1991,1,120.00 to 1,599.99 acres,Number,457
Ontario,1991,1,600.00 to 2,239.99 acres,Number,172
Ontario,1991,2,240.00 to 2,879.99 acres,Number,41
Ontario,1991,2,880.00 to 3,519.99 acres,Number,31
Ontario,1991,3,520.00 acres and over,Number,26
Manitoba,1991,Total number of farms,Number,25706
Manitoba,1991,Under 10.00 acres,Number,604
Manitoba,1991,10.00 to 69.99 acres,Number,1673
Manitoba,1991,70.00 to 129.99 acres,Number,1374
Manitoba,1991,130.00 to 179.99 acres,Number,2661
Manitoba,1991,180.00 to 239.99 acres,Number,703
Manitoba,1991,240.00 to 399.99 acres,Number,3734
Manitoba,1991,400.00 to 559.99 acres,Number,3041
Manitoba,1991,560.00 to 759.99 acres,Number,3076
Manitoba,1991,760.00 to 1,119.99 acres,Number,3701
Manitoba,1991,1,120.00 to 1,599.99 acres,Number,2538
Manitoba,1991,1,600.00 to 2,239.99 acres,Number,1356
Manitoba,1991,2,240.00 to 2,879.99 acres,Number,565
Manitoba,1991,2,880.00 to 3,519.99 acres,Number,283
Manitoba,1991,3,520.00 acres and over,Number,397
Saskatchewan,1991,Total number of farms,Number,60840
Saskatchewan,1991,Under 10.00 acres,Number,383
Saskatchewan,1991,10.00 to 69.99 acres,Number,1186
Saskatchewan,1991,70.00 to 129.99 acres,Number,984
Saskatchewan,1991,130.00 to 179.99 acres,Number,5832
Saskatchewan,1991,180.00 to 239.99 acres,Number,556
Saskatchewan,1991,240.00 to 399.99 acres,Number,6898
Saskatchewan,1991,400.00 to 559.99 acres,Number,5823
Saskatchewan,1991,560.00 to 759.99 acres,Number,6848
Saskatchewan,1991,760.00 to 1,119.99 acres,Number,11087
Saskatchewan,1991,1,120.00 to 1,599.99 acres,Number,9491
Saskatchewan,1991,1,600.00 to 2,239.99 acres,Number,6249
Saskatchewan,1991,2,240.00 to 2,879.99 acres,Number,2553
Saskatchewan,1991,2,880.00 to 3,519.99 acres,Number,1185
Saskatchewan,1991,3,520.00 acres and over,Number,1765
Alberta,1991,Total number of farms,Number,57245
Alberta,1991,Under 10.00 acres,Number,1008
Alberta,1991,10.00 to 69.99 acres,Number,3420
Alberta,1991,70.00 to 129.99 acres,Number,2728
Alberta,1991,130.00 to 179.99 acres,Number,9309
Alberta,1991,180.00 to 239.99 acres,Number,1231
Alberta,1991,240.00 to 399.99 acres,Number,8536
Alberta,1991,400.00 to 559.99 acres,Number,5911
Alberta,1991,560.00 to 759.99 acres,Number,5672
Alberta,1991,760.00 to 1,119.99 acres,Number,6825
Alberta,1991,1,120.00 to 1,599.99 acres,Number,5188
Alberta,1991,1,600.00 to 2,239.99 acres,Number,3232
Alberta,1991,2,240.00 to 2,879.99 acres,Number,1512
Alberta,1991,2,880.00 to 3,519.99 acres,Number,859
Alberta,1991,3,520.00 acres and over,Number,1814
British Columbia,1991,Total number of farms,Number,19225
British Columbia,1991,Under 10.00 acres,Number,5136
British Columbia,1991,10.00 to 69.99 acres,Number,7027
British Columbia,1991,70.00 to 129.99 acres,Number,1463
British Columbia,1991,130.00 to 179.99 acres,Number,1437
British Columbia,1991,180.00 to 239.99 acres,Number,466
British Columbia,1991,240.00 to 399.99 acres,Number,1067
British Columbia,1991,400.00 to 559.99 acres,Number,559
British Columbia,1991,560.00 to 759.99 acres,Number,518
British Columbia,1991,760.00 to 1,119.99 acres,Number,507
British Columbia,1991,1,120.00 to 1,599.99 acres,Number,384
British Columbia,1991,1,600.00 to 2,239.99 acres,Number,258
British Columbia,1991,2,240.00 to 2,879.99 acres,Number,114
British Columbia,1991,2,880.00 to 3,519.99 acres,Number,77
British Columbia,1991,3,520.00 acres and over,Number,212
Canada,1996,Total number of farms,Number,276548
Canada,1996,Under 10.00 acres,Number,16654
Canada,1996,10.00 to 69.99 acres,Number,37830
Canada,1996,70.00 to 129.99 acres,Number,31427
Canada,1996,130.00 to 179.99 acres,Number,33293
Canada,1996,180.00 to 239.99 acres,Number,16295
Canada,1996,240.00 to 399.99 acres,Number,37461
Canada,1996,400.00 to 559.99 acres,Number,21520
Canada,1996,560.00 to 759.99 acres,Number,18102
Canada,1996,760.00 to 1,119.99 acres,Number,21908
Canada,1996,1,120.00 to 1,599.99 acres,Number,17347
Canada,1996,1,600.00 to 2,239.99 acres,Number,11787
Canada,1996,2,240.00 to 2,879.99 acres,Number,5306
Canada,1996,2,880.00 to 3,519.99 acres,Number,2817
Canada,1996,3,520.00 acres and over,Number,4801
Newfoundland and Labrador,1996,Total number of farms,Number,742
Newfoundland and Labrador,1996,Under 10.00 acres,Number,197
Newfoundland and Labrador,1996,10.00 to 69.99 acres,Number,306
Newfoundland and Labrador,1996,70.00 to 129.99 acres,Number,83
Newfoundland and Labrador,1996,130.00 to 179.99 acres,Number,34
Newfoundland and Labrador,1996,180.00 to 239.99 acres,Number,37
Newfoundland and Labrador,1996,240.00 to 399.99 acres,Number,33
Newfoundland and Labrador,1996,400.00 to 559.99 acres,Number,26
Newfoundland and Labrador,1996,560.00 to 759.99 acres,Number,7
Newfoundland and Labrador,1996,760.00 to 1,119.99 acres,Number,7
Newfoundland and Labrador,1996,1,120.00 to 1,599.99 acres,Number,4
Newfoundland and Labrador,1996,1,600.00 to 2,239.99 acres,Number,1
Newfoundland and Labrador,1996,2,240.00 to 2,879.99 acres,Number,1
Newfoundland and Labrador,1996,2,880.00 to 3,519.99 acres,Number,3
Newfoundland and Labrador,1996,3,520.00 acres and over,Number,3
Prince Edward Island,1996,Total number of farms,Number,2217
Prince Edward Island,1996,Under 10.00 acres,Number,156
Prince Edward Island,1996,10.00 to 69.99 acres,Number,372
Prince Edward Island,1996,70.00 to 129.99 acres,Number,348
Prince Edward Island,1996,130.00 to 179.99 acres,Number,233
Prince Edward Island,1996,180.00 to 239.99 acres,Number,223
Prince Edward Island,1996,240.00 to 399.99 acres,Number,380
Prince Edward Island,1996,400.00 to 559.99 acres,Number,225
Prince Edward Island,1996,560.00 to 759.99 acres,Number,110
Prince Edward Island,1996,760.00 to 1,119.99 acres,Number,93
Prince Edward Island,1996,1,120.00 to 1,599.99 acres,Number,39
Prince Edward Island,1996,1,600.00 to 2,239.99 acres,Number,16
Prince Edward Island,1996,2,240.00 to 2,879.99 acres,Number,10
Prince Edward Island,1996,2,880.00 to 3,519.99 acres,Number,10
Prince Edward Island,1996,3,520.00 acres and over,Number,2
Nova Scotia,1996,Total number of farms,Number,4453
Nova Scotia,1996,Under 10.00 acres,Number,459
Nova Scotia,1996,10.00 to 69.99 acres,Number,898
Nova Scotia,1996,70.00 to 129.99 acres,Number,727
Nova Scotia,1996,130.00 to 179.99 acres,Number,418
Nova Scotia,1996,180.00 to 239.99 acres,Number,427
Nova Scotia,1996,240.00 to 399.99 acres,Number,751
Nova Scotia,1996,400.00 to 559.99 acres,Number,374
Nova Scotia,1996,560.00 to 759.99 acres,Number,189
Nova Scotia,1996,760.00 to 1,119.99 acres,Number,125
Nova Scotia,1996,1,120.00 to 1,599.99 acres,Number,48
Nova Scotia,1996,1,600.00 to 2,239.99 acres,Number,24
Nova Scotia,1996,2,240.00 to 2,879.99 acres,Number,7
Nova Scotia,1996,2,880.00 to 3,519.99 acres,Number,1
Nova Scotia,1996,3,520.00 acres and over,Number,5
New Brunswick,1996,Total number of farms,Number,3405
New Brunswick,1996,Under 10.00 acres,Number,319
New Brunswick,1996,10.00 to 69.99 acres,Number,524
New Brunswick,1996,70.00 to 129.99 acres,Number,478
New Brunswick,1996,130.00 to 179.99 acres,Number,312
New Brunswick,1996,180.00 to 239.99 acres,Number,396
New Brunswick,1996,240.00 to 399.99 acres,Number,576
New Brunswick,1996,400.00 to 559.99 acres,Number,375
New Brunswick,1996,560.00 to 759.99 acres,Number,208
New Brunswick,1996,760.00 to 1,119.99 acres,Number,125
New Brunswick,1996,1,120.00 to 1,599.99 acres,Number,58
New Brunswick,1996,1,600.00 to 2,239.99 acres,Number,24
New Brunswick,1996,2,240.00 to 2,879.99 acres,Number,5
New Brunswick,1996,2,880.00 to 3,519.99 acres,Number,2
New Brunswick,1996,3,520.00 acres and over,Number,3
Quebec,1996,Total number of farms,Number,35991
Quebec,1996,Under 10.00 acres,Number,2034
Quebec,1996,10.00 to 69.99 acres,Number,5684
Quebec,1996,70.00 to 129.99 acres,Number,6304
Quebec,1996,130.00 to 179.99 acres,Number,4399
Quebec,1996,180.00 to 239.99 acres,Number,4842
Quebec,1996,240.00 to 399.99 acres,Number,6977
Quebec,1996,400.00 to 559.99 acres,Number,2996
Quebec,1996,560.00 to 759.99 acres,Number,1468
Quebec,1996,760.00 to 1,119.99 acres,Number,869
Quebec,1996,1,120.00 to 1,599.99 acres,Number,271
Quebec,1996,1,600.00 to 2,239.99 acres,Number,98
Quebec,1996,2,240.00 to 2,879.99 acres,Number,21
Quebec,1996,2,880.00 to 3,519.99 acres,Number,7
Quebec,1996,3,520.00 acres and over,Number,21
Ontario,1996,Total number of farms,Number,67520
Ontario,1996,Under 10.00 acres,Number,4133
Ontario,1996,10.00 to 69.99 acres,Number,14553
Ontario,1996,70.00 to 129.99 acres,Number,16120
Ontario,1996,130.00 to 179.99 acres,Number,7566
Ontario,1996,180.00 to 239.99 acres,Number,7123
Ontario,1996,240.00 to 399.99 acres,Number,9504
Ontario,1996,400.00 to 559.99 acres,Number,4022
Ontario,1996,560.00 to 759.99 acres,Number,2082
Ontario,1996,760.00 to 1,119.99 acres,Number,1450
Ontario,1996,1,120.00 to 1,599.99 acres,Number,590
Ontario,1996,1,600.00 to 2,239.99 acres,Number,219
Ontario,1996,2,240.00 to 2,879.99 acres,Number,79
Ontario,1996,2,880.00 to 3,519.99 acres,Number,37
Ontario,1996,3,520.00 acres and over,Number,42
Manitoba,1996,Total number of farms,Number,24383
Manitoba,1996,Under 10.00 acres,Number,824
Manitoba,1996,10.00 to 69.99 acres,Number,1886
Manitoba,1996,70.00 to 129.99 acres,Number,1403
Manitoba,1996,130.00 to 179.99 acres,Number,2566
Manitoba,1996,180.00 to 239.99 acres,Number,705
Manitoba,1996,240.00 to 399.99 acres,Number,3264
Manitoba,1996,400.00 to 559.99 acres,Number,2458
Manitoba,1996,560.00 to 759.99 acres,Number,2547
Manitoba,1996,760.00 to 1,119.99 acres,Number,3306
Manitoba,1996,1,120.00 to 1,599.99 acres,Number,2447
Manitoba,1996,1,600.00 to 2,239.99 acres,Number,1464
Manitoba,1996,2,240.00 to 2,879.99 acres,Number,696
Manitoba,1996,2,880.00 to 3,519.99 acres,Number,308
Manitoba,1996,3,520.00 acres and over,Number,509
Saskatchewan,1996,Total number of farms,Number,56995
Saskatchewan,1996,Under 10.00 acres,Number,482
Saskatchewan,1996,10.00 to 69.99 acres,Number,1418
Saskatchewan,1996,70.00 to 129.99 acres,Number,1144
Saskatchewan,1996,130.00 to 179.99 acres,Number,5969
Saskatchewan,1996,180.00 to 239.99 acres,Number,673
Saskatchewan,1996,240.00 to 399.99 acres,Number,6431
Saskatchewan,1996,400.00 to 559.99 acres,Number,4870
Saskatchewan,1996,560.00 to 759.99 acres,Number,5632
Saskatchewan,1996,760.00 to 1,119.99 acres,Number,8977
Saskatchewan,1996,1,120.00 to 1,599.99 acres,Number,8671
Saskatchewan,1996,1,600.00 to 2,239.99 acres,Number,6425
Saskatchewan,1996,2,240.00 to 2,879.99 acres,Number,2776
Saskatchewan,1996,2,880.00 to 3,519.99 acres,Number,1472
Saskatchewan,1996,3,520.00 acres and over,Number,2055
Alberta,1996,Total number of farms,Number,59007
Alberta,1996,Under 10.00 acres,Number,1511
Alberta,1996,10.00 to 69.99 acres,Number,4458
Alberta,1996,70.00 to 129.99 acres,Number,3196
Alberta,1996,130.00 to 179.99 acres,Number,10167
Alberta,1996,180.00 to 239.99 acres,Number,1361
Alberta,1996,240.00 to 399.99 acres,Number,8420
Alberta,1996,400.00 to 559.99 acres,Number,5594
Alberta,1996,560.00 to 759.99 acres,Number,5363
Alberta,1996,760.00 to 1,119.99 acres,Number,6424
Alberta,1996,1,120.00 to 1,599.99 acres,Number,4845
Alberta,1996,1,600.00 to 2,239.99 acres,Number,3244
Alberta,1996,2,240.00 to 2,879.99 acres,Number,1590
Alberta,1996,2,880.00 to 3,519.99 acres,Number,898
Alberta,1996,3,520.00 acres and over,Number,1936
British Columbia,1996,Total number of farms,Number,21835
British Columbia,1996,Under 10.00 acres,Number,6539
British Columbia,1996,10.00 to 69.99 acres,Number,7731
British Columbia,1996,70.00 to 129.99 acres,Number,1624
British Columbia,1996,130.00 to 179.99 acres,Number,1629
British Columbia,1996,180.00 to 239.99 acres,Number,508
British Columbia,1996,240.00 to 399.99 acres,Number,1125
British Columbia,1996,400.00 to 559.99 acres,Number,580
British Columbia,1996,560.00 to 759.99 acres,Number,496
British Columbia,1996,760.00 to 1,119.99 acres,Number,532
British Columbia,1996,1,120.00 to 1,599.99 acres,Number,374
British Columbia,1996,1,600.00 to 2,239.99 acres,Number,272
British Columbia,1996,2,240.00 to 2,879.99 acres,Number,121
British Columbia,1996,2,880.00 to 3,519.99 acres,Number,79
British Columbia,1996,3,520.00 acres and over,Number,225
Canada,2001,Total number of farms,Number,246923
Canada,2001,Under 10.00 acres,Number,12600
Canada,2001,10.00 to 69.99 acres,Number,33586
Canada,2001,70.00 to 129.99 acres,Number,28006
Canada,2001,130.00 to 179.99 acres,Number,29283
Canada,2001,180.00 to 239.99 acres,Number,14511
Canada,2001,240.00 to 399.99 acres,Number,33118
Canada,2001,400.00 to 559.99 acres,Number,19543
Canada,2001,560.00 to 759.99 acres,Number,16020
Canada,2001,760.00 to 1,119.99 acres,Number,18949
Canada,2001,1,120.00 to 1,599.99 acres,Number,15281
Canada,2001,1,600.00 to 2,239.99 acres,Number,11128
Canada,2001,2,240.00 to 2,879.99 acres,Number,5546
Canada,2001,2,880.00 to 3,519.99 acres,Number,3197
Canada,2001,3,520.00 acres and over,Number,6155
Newfoundland and Labrador,2001,Total number of farms,Number,643
Newfoundland and Labrador,2001,Under 10.00 acres,Number,147
Newfoundland and Labrador,2001,10.00 to 69.99 acres,Number,262
Newfoundland and Labrador,2001,70.00 to 129.99 acres,Number,78
Newfoundland and Labrador,2001,130.00 to 179.99 acres,Number,30
Newfoundland and Labrador,2001,180.00 to 239.99 acres,Number,34
Newfoundland and Labrador,2001,240.00 to 399.99 acres,Number,36
Newfoundland and Labrador,2001,400.00 to 559.99 acres,Number,22
Newfoundland and Labrador,2001,560.00 to 759.99 acres,Number,13
Newfoundland and Labrador,2001,760.00 to 1,119.99 acres,Number,6
Newfoundland and Labrador,2001,1,120.00 to 1,599.99 acres,Number,5
Newfoundland and Labrador,2001,1,600.00 to 2,239.99 acres,Number,4
Newfoundland and Labrador,2001,2,240.00 to 2,879.99 acres,Number,2
Newfoundland and Labrador,2001,2,880.00 to 3,519.99 acres,Number,2
Newfoundland and Labrador,2001,3,520.00 acres and over,Number,2
Prince Edward Island,2001,Total number of farms,Number,1845
Prince Edward Island,2001,Under 10.00 acres,Number,78
Prince Edward Island,2001,10.00 to 69.99 acres,Number,287
Prince Edward Island,2001,70.00 to 129.99 acres,Number,282
Prince Edward Island,2001,130.00 to 179.99 acres,Number,198
Prince Edward Island,2001,180.00 to 239.99 acres,Number,186
Prince Edward Island,2001,240.00 to 399.99 acres,Number,336
Prince Edward Island,2001,400.00 to 559.99 acres,Number,164
Prince Edward Island,2001,560.00 to 759.99 acres,Number,116
Prince Edward Island,2001,760.00 to 1,119.99 acres,Number,94
Prince Edward Island,2001,1,120.00 to 1,599.99 acres,Number,49
Prince Edward Island,2001,1,600.00 to 2,239.99 acres,Number,25
Prince Edward Island,2001,2,240.00 to 2,879.99 acres,Number,18
Prince Edward Island,2001,2,880.00 to 3,519.99 acres,Number,9
Prince Edward Island,2001,3,520.00 acres and over,Number,3
Nova Scotia,2001,Total number of farms,Number,3923
Nova Scotia,2001,Under 10.00 acres,Number,352
Nova Scotia,2001,10.00 to 69.99 acres,Number,816
Nova Scotia,2001,70.00 to 129.99 acres,Number,629
Nova Scotia,2001,130.00 to 179.99 acres,Number,364
Nova Scotia,2001,180.00 to 239.99 acres,Number,380
Nova Scotia,2001,240.00 to 399.99 acres,Number,620
Nova Scotia,2001,400.00 to 559.99 acres,Number,345
Nova Scotia,2001,560.00 to 759.99 acres,Number,206
Nova Scotia,2001,760.00 to 1,119.99 acres,Number,130
Nova Scotia,2001,1,120.00 to 1,599.99 acres,Number,46
Nova Scotia,2001,1,600.00 to 2,239.99 acres,Number,20
Nova Scotia,2001,2,240.00 to 2,879.99 acres,Number,7
Nova Scotia,2001,2,880.00 to 3,519.99 acres,Number,0
Nova Scotia,2001,3,520.00 acres and over,Number,8
New Brunswick,2001,Total number of farms,Number,3034
New Brunswick,2001,Under 10.00 acres,Number,202
New Brunswick,2001,10.00 to 69.99 acres,Number,473
New Brunswick,2001,70.00 to 129.99 acres,Number,421
New Brunswick,2001,130.00 to 179.99 acres,Number,267
New Brunswick,2001,180.00 to 239.99 acres,Number,328
New Brunswick,2001,240.00 to 399.99 acres,Number,546
New Brunswick,2001,400.00 to 559.99 acres,Number,326
New Brunswick,2001,560.00 to 759.99 acres,Number,225
New Brunswick,2001,760.00 to 1,119.99 acres,Number,140
New Brunswick,2001,1,120.00 to 1,599.99 acres,Number,61
New Brunswick,2001,1,600.00 to 2,239.99 acres,Number,21
New Brunswick,2001,2,240.00 to 2,879.99 acres,Number,11
New Brunswick,2001,2,880.00 to 3,519.99 acres,Number,7
New Brunswick,2001,3,520.00 acres and over,Number,6
Quebec,2001,Total number of farms,Number,32139
Quebec,2001,Under 10.00 acres,Number,1660
Quebec,2001,10.00 to 69.99 acres,Number,4884
Quebec,2001,70.00 to 129.99 acres,Number,5232
Quebec,2001,130.00 to 179.99 acres,Number,3636
Quebec,2001,180.00 to 239.99 acres,Number,4118
Quebec,2001,240.00 to 399.99 acres,Number,6373
Quebec,2001,400.00 to 559.99 acres,Number,3022
Quebec,2001,560.00 to 759.99 acres,Number,1588
Quebec,2001,760.00 to 1,119.99 acres,Number,1041
Quebec,2001,1,120.00 to 1,599.99 acres,Number,383
Quebec,2001,1,600.00 to 2,239.99 acres,Number,137
Quebec,2001,2,240.00 to 2,879.99 acres,Number,34
Quebec,2001,2,880.00 to 3,519.99 acres,Number,13
Quebec,2001,3,520.00 acres and over,Number,18
Ontario,2001,Total number of farms,Number,59728
Ontario,2001,Under 10.00 acres,Number,2860
Ontario,2001,10.00 to 69.99 acres,Number,12516
Ontario,2001,70.00 to 129.99 acres,Number,14262
Ontario,2001,130.00 to 179.99 acres,Number,6531
Ontario,2001,180.00 to 239.99 acres,Number,6192
Ontario,2001,240.00 to 399.99 acres,Number,8556
Ontario,2001,400.00 to 559.99 acres,Number,3936
Ontario,2001,560.00 to 759.99 acres,Number,2173
Ontario,2001,760.00 to 1,119.99 acres,Number,1548
Ontario,2001,1,120.00 to 1,599.99 acres,Number,665
Ontario,2001,1,600.00 to 2,239.99 acres,Number,288
Ontario,2001,2,240.00 to 2,879.99 acres,Number,83
Ontario,2001,2,880.00 to 3,519.99 acres,Number,55
Ontario,2001,3,520.00 acres and over,Number,63
Manitoba,2001,Total number of farms,Number,21071
Manitoba,2001,Under 10.00 acres,Number,509
Manitoba,2001,10.00 to 69.99 acres,Number,1614
Manitoba,2001,70.00 to 129.99 acres,Number,1264
Manitoba,2001,130.00 to 179.99 acres,Number,2121
Manitoba,2001,180.00 to 239.99 acres,Number,663
Manitoba,2001,240.00 to 399.99 acres,Number,2609
Manitoba,2001,400.00 to 559.99 acres,Number,1989
Manitoba,2001,560.00 to 759.99 acres,Number,2074
Manitoba,2001,760.00 to 1,119.99 acres,Number,2748
Manitoba,2001,1,120.00 to 1,599.99 acres,Number,2198
Manitoba,2001,1,600.00 to 2,239.99 acres,Number,1468
Manitoba,2001,2,240.00 to 2,879.99 acres,Number,755
Manitoba,2001,2,880.00 to 3,519.99 acres,Number,417
Manitoba,2001,3,520.00 acres and over,Number,642
Saskatchewan,2001,Total number of farms,Number,50598
Saskatchewan,2001,Under 10.00 acres,Number,422
Saskatchewan,2001,10.00 to 69.99 acres,Number,1218
Saskatchewan,2001,70.00 to 129.99 acres,Number,1100
Saskatchewan,2001,130.00 to 179.99 acres,Number,5529
Saskatchewan,2001,180.00 to 239.99 acres,Number,698
Saskatchewan,2001,240.00 to 399.99 acres,Number,5633
Saskatchewan,2001,400.00 to 559.99 acres,Number,4210
Saskatchewan,2001,560.00 to 759.99 acres,Number,4565
Saskatchewan,2001,760.00 to 1,119.99 acres,Number,7132
Saskatchewan,2001,1,120.00 to 1,599.99 acres,Number,7107
Saskatchewan,2001,1,600.00 to 2,239.99 acres,Number,5610
Saskatchewan,2001,2,240.00 to 2,879.99 acres,Number,2908
Saskatchewan,2001,2,880.00 to 3,519.99 acres,Number,1647
Saskatchewan,2001,3,520.00 acres and over,Number,2819
Alberta,2001,Total number of farms,Number,53652
Alberta,2001,Under 10.00 acres,Number,1118
Alberta,2001,10.00 to 69.99 acres,Number,4098
Alberta,2001,70.00 to 129.99 acres,Number,3041
Alberta,2001,130.00 to 179.99 acres,Number,8945
Alberta,2001,180.00 to 239.99 acres,Number,1388
Alberta,2001,240.00 to 399.99 acres,Number,7299
Alberta,2001,400.00 to 559.99 acres,Number,4986
Alberta,2001,560.00 to 759.99 acres,Number,4600
Alberta,2001,760.00 to 1,119.99 acres,Number,5625
